sample_id	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	reference_coverage_percent	evalue	bitscore	closest_genus	blast_confidence	in_blast_table	tip_label_closest_taxon
KONZ-2-1-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	87.408	818	91.4989	NA	0	937	Rhizobium	moderate_identity85_qcov70	yes	KONZ-2-1-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 87.4% id | 91.5% qcov
SCBI-4-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._LjNodule214|CAN7751128.1	Mesorhizobium_sp._LjNodule214	85.766	829	92.7293	NA	0	874	Mesorhizobium	moderate_identity85_qcov70	yes	SCBI-4-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._LjNodule214 | 85.8% id | 92.7% qcov
N39-2-D-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	83.673	833	94.1243	NA	0	830	Bradyrhizobium	low_or_uncertain	yes	N39-2-D-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_ottawaense | 83.7% id | 94.1% qcov
GUAN-4-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	86.044	824	92.17	NA	0	900	Microvirga	moderate_identity85_qcov70	yes	GUAN-4-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 86.0% id | 92.2% qcov
GUAN-8-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	86.457	827	92.5056	NA	0	913	Microvirga	moderate_identity85_qcov70	yes	GUAN-8-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 86.5% id | 92.5% qcov
KONZ-9-2-No|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	88.107	824	92.17	NA	0	976	Rhizobium	moderate_identity85_qcov70	yes	KONZ-9-2-No|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 88.1% id | 92.2% qcov
DELA-6-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._BLXBL-03|XYL59930.1	Bradyrhizobium_sp._BLXBL-03	85.653	697	75.1888	NA	0	728	Bradyrhizobium	moderate_identity85_qcov70	yes	DELA-6-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._BLXBL-03 | 85.7% id | 75.2% qcov
LAJA-3-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	85.629	835	93.4004	NA	0	869	Microvirga	moderate_identity85_qcov70	yes	LAJA-3-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 85.6% id | 93.4% qcov
DSNY-44-1-No|nifH|consensus50|strict_single_dominant	nifH|Burkholderia_vietnamiensis|KVE58540.1	Burkholderia_vietnamiensis	84.93	856	97.0522	NA	0	907	Burkholderia	low_or_uncertain	yes	DSNY-44-1-No|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 84.9% id | 97.1% qcov
DSNY-57-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	91.284	654	73.8983	NA	0	891	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-57-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 91.3% id | 73.9% qcov
DSNY-90-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.879	627	70.1342	NA	0	737	Microvirga	moderate_identity85_qcov70	yes	DSNY-90-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.9% id | 70.1% qcov
LENO-2-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.025	810	91.5254	NA	0	957	Bradyrhizobium	moderate_identity85_qcov70	yes	LENO-2-1-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.0% id | 91.5% qcov
JERC-170-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	90.379	634	70.9172	NA	0	832	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-170-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 90.4% id | 70.9% qcov
GUAN-7-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	91.186	624	69.7987	NA	0	848	Mesorhizobium	low_or_uncertain	yes	GUAN-7-1-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 91.2% id | 69.8% qcov
N38-2-D-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.439	820	91.7226	NA	0	963	Microvirga	moderate_identity85_qcov70	yes	N38-2-D-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.4% id | 91.7% qcov
N38-2-D-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	87.139	832	94.0113	NA	0	1003	Bradyrhizobium	moderate_identity85_qcov70	yes	N38-2-D-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 87.1% id | 94.0% qcov
N38-2-D-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.715	833	94.1243	NA	0	1011	Bradyrhizobium	moderate_identity85_qcov70	yes	N38-2-D-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.7% id | 94.1% qcov
DSNY-90-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	89.263	624	69.7987	NA	0	782	Microvirga	low_or_uncertain	yes	DSNY-90-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 89.3% id | 69.8% qcov
LAJA-4-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	84.14	826	92.3937	NA	0	845	Mesorhizobium	low_or_uncertain	yes	LAJA-4-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 84.1% id | 92.4% qcov
GUAN-3-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	85.525	829	93.6723	NA	0	909	Bradyrhizobium	moderate_identity85_qcov70	yes	GUAN-3-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 85.5% id | 93.7% qcov
JERC-203-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Burkholderia_vietnamiensis|KVE58540.1	Burkholderia_vietnamiensis	86.108	835	94.6712	NA	0	917	Burkholderia	moderate_identity85_qcov70	yes	JERC-203-1-Rh|nifH|consensus50|strict_single_dominant | closest: Burkholderia_vietnamiensis | 86.1% id | 94.7% qcov
WOOD-1-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.448	831	93.8983	NA	0	1000	Bradyrhizobium	moderate_identity85_qcov70	yes	WOOD-1-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.4% id | 93.9% qcov
JERC-155-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	88.443	822	91.9463	NA	0	992	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-155-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 88.4% id | 91.9% qcov
JERC-99-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.447	819	91.6107	NA	0	944	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-99-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.4% id | 91.6% qcov
OSBS-58-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	85.592	819	91.6107	NA	0	894	Mesorhizobium	moderate_identity85_qcov70	yes	OSBS-58-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 85.6% id | 91.6% qcov
CLBJ-36-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	89.068	622	69.5749	NA	0	771	Microvirga	low_or_uncertain	yes	CLBJ-36-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 89.1% id | 69.6% qcov
JERC-161-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.253	822	91.9463	NA	0	935	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-161-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 86.3% id | 91.9% qcov
OSBS-21-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.956	822	91.9463	NA	0	972	Mesorhizobium	moderate_identity85_qcov70	yes	OSBS-21-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 88.0% id | 91.9% qcov
LENO-1-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	90.549	656	74.1243	NA	0	867	Bradyrhizobium	moderate_identity85_qcov70	yes	LENO-1-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 90.5% id | 74.1% qcov
DSNY-28-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	88.321	822	91.9463	NA	0	987	Microvirga	moderate_identity85_qcov70	yes	DSNY-28-1-Ro|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.3% id | 91.9% qcov
OSBS-71-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.179	819	91.6107	NA	0	952	Microvirga	moderate_identity85_qcov70	yes	OSBS-71-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.2% id | 91.6% qcov
DSNY-57-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	88.62	826	92.3937	NA	0	1003	Mesorhizobium	moderate_identity85_qcov70	yes	DSNY-57-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.6% id | 92.4% qcov
DSNY-30-1-No|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.546	819	91.6107	NA	0	948	Microvirga	moderate_identity85_qcov70	yes	DSNY-30-1-No|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.5% id | 91.6% qcov
OSBS-82-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.902	829	93.6723	NA	0	1022	Bradyrhizobium	moderate_identity85_qcov70	yes	OSBS-82-1-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.9% id | 93.7% qcov
DSNY-83-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	84.812	823	92.0582	NA	0	872	Microvirga	low_or_uncertain	yes	DSNY-83-2-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 84.8% id | 92.1% qcov
KONZ-11-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.277	830	93.7853	NA	0	1038	Bradyrhizobium	moderate_identity85_qcov70	yes	KONZ-11-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.3% id | 93.8% qcov
JERC-CLMA-73-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.058	829	93.6723	NA	0	1011	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-CLMA-73-2-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.1% id | 93.7% qcov
JERC-CLMA-73-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.325	637	71.9774	NA	0	800	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-CLMA-73-2-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.3% id | 72.0% qcov
JERC-172-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.327	831	93.8983	NA	0	994	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-172-2-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.3% id | 93.9% qcov
JERC-177-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.582	832	94.0113	NA	0	1005	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-177-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.6% id | 94.0% qcov
OAES-35-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	86.883	831	93.8983	NA	0	965	Bradyrhizobium	moderate_identity85_qcov70	yes	OAES-35-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 86.9% id | 93.9% qcov
JERC-197-1-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.835	822	91.9463	NA	0	965	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-197-1-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.8% id | 91.9% qcov
TOOL-5-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	87.148	817	91.387	NA	0	937	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-5-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 87.1% id | 91.4% qcov
TOOL-8-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.956	822	91.9463	NA	0	970	Microvirga	moderate_identity85_qcov70	yes	TOOL-8-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 88.0% id | 91.9% qcov
DEJU-54-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	84.587	824	92.17	NA	0	852	Mesorhizobium	low_or_uncertain	yes	DEJU-54-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 84.6% id | 92.2% qcov
DSNY-88-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	88.486	799	89.3736	NA	0	968	Microvirga	moderate_identity85_qcov70	yes	DSNY-88-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 88.5% id | 89.4% qcov
GRSM-4-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.268	699	78.1879	NA	0	797	Sinorhizobium	moderate_identity85_qcov70	yes	GRSM-4-2-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 87.3% id | 78.2% qcov
DEJU-58-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.498	657	74.2373	NA	0	828	Bradyrhizobium	moderate_identity85_qcov70	yes	DEJU-58-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.5% id | 74.2% qcov
DSNY-92-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.193	657	74.2373	NA	0	817	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-92-1-Ro|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.2% id | 74.2% qcov
WOOD-3-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	85.976	820	91.7226	NA	0	876	Rhizobium	moderate_identity85_qcov70	yes	WOOD-3-2-Rh|nifH|consensus50|strict_single_dominant | closest: Rhizobium_azibense | 86.0% id | 91.7% qcov
JERC-132-3-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.406	828	93.5593	NA	0	996	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-132-3-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.4% id | 93.6% qcov
JERC-135-3-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.424	819	91.6107	NA	0	942	Microvirga	moderate_identity85_qcov70	yes	JERC-135-3-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.4% id | 91.6% qcov
OSBS-100-3-Rh|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.363	823	92.0582	NA	0	965	Sinorhizobium	moderate_identity85_qcov70	yes	OSBS-100-3-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 87.4% id | 92.1% qcov
TALL-22-Ro|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.984	699	78.1879	NA	0	863	Sinorhizobium	moderate_identity85_qcov70	yes	TALL-22-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 89.0% id | 78.2% qcov
JERC-91-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	86.288	722	80.7606	NA	0	808	Microvirga	moderate_identity85_qcov70	yes	JERC-91-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 86.3% id | 80.8% qcov
DEJU-60-Rh|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.286	700	78.2998	NA	0	800	Sinorhizobium	moderate_identity85_qcov70	yes	DEJU-60-Rh|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 87.3% id | 78.3% qcov
WOOD-10-1-Ro|nifH|consensus50|strict_single_dominant	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	87.589	701	78.4116	NA	0	813	Sinorhizobium	moderate_identity85_qcov70	yes	WOOD-10-1-Ro|nifH|consensus50|strict_single_dominant | closest: Sinorhizobium_meliloti_(Rhizobium_meliloti) | 87.6% id | 78.4% qcov
WOOD-6-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	86.325	819	91.6107	NA	0	893	Microvirga	moderate_identity85_qcov70	yes	WOOD-6-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 86.3% id | 91.6% qcov
HEAL-2-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.787	656	74.1243	NA	0	839	Bradyrhizobium	moderate_identity85_qcov70	yes	HEAL-2-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.8% id | 74.1% qcov
RMNP-4-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.591	822	91.9463	NA	0	953	Microvirga	moderate_identity85_qcov70	yes	RMNP-4-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.6% id | 91.9% qcov
JERC-204-1-No|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.554	830	93.7853	NA	0	1005	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-204-1-No|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.6% id | 93.8% qcov
TALL-49-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.001	691	77.2931	NA	0	856	Mesorhizobium	moderate_identity85_qcov70	yes	TALL-49-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.0% id | 77.3% qcov
DSNY-GARE-35-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.072	830	93.7853	NA	0	983	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-GARE-35-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.1% id | 93.8% qcov
KONZ-6-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	88.2	822	91.9463	NA	0	981	Microvirga	moderate_identity85_qcov70	yes	KONZ-6-1-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._KLBC_81 | 88.2% id | 91.9% qcov
CLBJ-28-3-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.47	822	91.9463	NA	0	948	Microvirga	moderate_identity85_qcov70	yes	CLBJ-28-3-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.5% id | 91.9% qcov
DSNY-83-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	87.59	830	93.7853	NA	0	961	Bradyrhizobium	moderate_identity85_qcov70	yes	DSNY-83-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 87.6% id | 93.8% qcov
GUAN-5-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	87.952	830	93.7853	NA	0	977	Bradyrhizobium	moderate_identity85_qcov70	yes	GUAN-5-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.0% id | 93.8% qcov
OSBS-37-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	88.029	827	92.5056	NA	0	976	Mesorhizobium	moderate_identity85_qcov70	yes	OSBS-37-1-Rh|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._WSM4083 | 88.0% id | 92.5% qcov
JERC-155-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	87.981	832	94.0113	NA	0	977	Bradyrhizobium	moderate_identity85_qcov70	yes	JERC-155-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 88.0% id | 94.0% qcov
OSBS-66-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.157	830	93.7853	NA	0	1033	Bradyrhizobium	moderate_identity85_qcov70	yes	OSBS-66-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 89.2% id | 93.8% qcov
GUAN-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.912	819	91.6107	NA	0	965	Microvirga	moderate_identity85_qcov70	yes	GUAN-2-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_lotononidis | 87.9% id | 91.6% qcov
DELA-2-2-No|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	90.369	623	69.6868	NA	0	819	Mesorhizobium	low_or_uncertain	yes	DELA-2-2-No|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 90.4% id | 69.7% qcov
OSBS-81-1-Rh|nifH|consensus50|strict_single_dominant	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	87.108	830	93.7853	NA	0	939	Bradyrhizobium	moderate_identity85_qcov70	yes	OSBS-81-1-Rh|nifH|consensus50|strict_single_dominant | closest: Bradyrhizobium_sp._PUT101 | 87.1% id | 93.8% qcov
DELA-8-2-Rh|nifH|consensus50|strict_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	88.109	698	78.0761	NA	0	839	Microvirga	moderate_identity85_qcov70	yes	DELA-8-2-Rh|nifH|consensus50|strict_single_dominant | closest: Microvirga_sp._RSM25 | 88.1% id | 78.1% qcov
JERC-127-2-Ro|nifH|consensus50|strict_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.442	824	92.17	NA	0	1037	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-127-2-Ro|nifH|consensus50|strict_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 89.4% id | 92.2% qcov
