sample	gene_ref	gene	gene_length	covered_bases	percent_covered	mean_depth	max_depth
CLBJ-13-1-No	nodU.fa	nodU	1823	495	27.1530	241.2282	7958
CLBJ-13-1-No	nolU.fa	nolU	645	30	4.6512	0.0930	2
CLBJ-13-1-No	nifY.fa	nifY	663	0	0.0000	0.0000	0
CLBJ-13-1-No	nodE.fa	nodE	1232	0	0.0000	0.0000	0
CLBJ-13-1-No	noeE.fa	noeE	1260	0	0.0000	0.0000	0
CLBJ-13-1-No	nodL.fa	nodL	612	287	46.8954	1.7582	8
CLBJ-13-1-No	nolL.fa	nolL	1191	63	5.2897	112.1486	2276
CLBJ-13-1-No	nifQ.fa	nifQ	813	183	22.5092	191.7073	2015
CLBJ-13-1-No	fixU.fa	fixU	258	57	22.0930	0.8062	4
CLBJ-13-1-No	nodT.fa	nodT	1521	0	0.0000	0.0000	0
CLBJ-13-1-No	nifX.fa	nifX	519	100	19.2678	1.0462	9
CLBJ-13-1-No	nodD.fa	nodD	1011	518	51.2364	0.7953	4
CLBJ-13-1-No	nfeD.fa	nfeD	1454	68	4.6768	106.6898	4601
CLBJ-13-1-No	nifH.fa	nifH	997	833	83.5507	2719.2116	8023
CLBJ-13-1-No	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
CLBJ-13-1-No	fixL.fa	fixL	2018	0	0.0000	0.0000	0
CLBJ-13-1-No	nopP.fa	nopP	834	300	35.9712	1252.7674	8027
CLBJ-13-1-No	nodS.fa	nodS	738	38	5.1491	0.1030	2
CLBJ-13-1-No	nifW.fa	nifW	421	0	0.0000	0.0000	0
CLBJ-13-1-No	nodC.fa	nodC	1409	721	51.1710	682.9163	7258
CLBJ-13-1-No	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
CLBJ-13-1-No	fixC.fa	fixC	1318	0	0.0000	0.0000	0
CLBJ-13-1-No	nodB.fa	nodB	714	113	15.8263	0.4636	3
CLBJ-13-1-No	nolB.fa	nolB	597	0	0.0000	0.0000	0
CLBJ-13-1-No	nodZ.fa	nodZ	993	394	39.6777	308.0514	3670
CLBJ-13-1-No	fixK.fa	fixK	812	0	0.0000	0.0000	0
CLBJ-13-1-No	nodJ.fa	nodJ	921	192	20.8469	3.7231	69
CLBJ-13-1-No	nifN.fa	nifN	1367	74	5.4133	0.3694	12
CLBJ-13-1-No	fixB.fa	fixB	1143	0	0.0000	0.0000	0
CLBJ-13-1-No	nodA.fa	nodA	699	453	64.8069	1.5393	5
CLBJ-13-1-No	nifV.fa	nifV	1225	0	0.0000	0.0000	0
CLBJ-13-1-No	nopM.fa	nopM	1746	0	0.0000	0.0000	0
CLBJ-13-1-No	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
CLBJ-13-1-No	noeB.fa	noeB	1674	0	0.0000	0.0000	0
CLBJ-13-1-No	nodI.fa	nodI	1095	489	44.6575	565.2037	5094
CLBJ-13-1-No	nifM.fa	nifM	825	0	0.0000	0.0000	0
CLBJ-13-1-No	Irr.fa	Irr	519	60	11.5607	0.1156	1
CLBJ-13-1-No	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
CLBJ-13-1-No	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
CLBJ-13-1-No	fixA.fa	fixA	1051	0	0.0000	0.0000	0
CLBJ-13-1-No	nopE.fa	nopE	1451	0	0.0000	0.0000	0
CLBJ-13-1-No	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
CLBJ-13-1-No	nodQ.fa	nodQ	1922	0	0.0000	0.0000	0
CLBJ-13-1-No	nifU.fa	nifU	540	0	0.0000	0.0000	0
CLBJ-13-1-No	nopL.fa	nopL	1110	0	0.0000	0.0000	0
CLBJ-13-1-No	nifE.fa	nifE	1714	739	43.1155	284.8722	7990
CLBJ-13-1-No	nodX.fa	nodX	1121	0	0.0000	0.0000	0
CLBJ-13-1-No	fdxB.fa	fdxB	361	0	0.0000	0.0000	0
CLBJ-13-1-No	nolX.fa	nolX	1791	0	0.0000	0.0000	0
CLBJ-13-1-No	noeA.fa	noeA	1431	0	0.0000	0.0000	0
CLBJ-13-1-No	nodH.fa	nodH	802	95	11.8454	0.5399	6
CLBJ-13-1-No	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
CLBJ-14-1-Rh	noeI.fa	noeI	756	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodP.fa	nodP	906	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifT.fa	nifT	216	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixX.fa	fixX	297	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifD.fa	nifD	1532	1271	82.9634	144.1684	560
CLBJ-14-1-Rh	nolG.fa	nolG	3198	345	10.7880	0.4565	18
CLBJ-14-1-Rh	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixP.fa	fixP	876	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifS.fa	nifS	1292	122	9.4427	2.5101	34
CLBJ-14-1-Rh	nolF.fa	nolF	1110	20	1.8018	0.0721	4
CLBJ-14-1-Rh	nifK.fa	nifK	1542	1157	75.0324	62.3774	306
CLBJ-14-1-Rh	fixO.fa	fixO	745	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifB.fa	nifB	1527	545	35.6909	78.7570	550
CLBJ-14-1-Rh	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifZ.fa	nifZ	759	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodF.fa	nodF	333	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifJ.fa	nifJ	3528	1156	32.7664	28.8362	426
CLBJ-14-1-Rh	fixN.fa	fixN	1697	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifA.fa	nifA	1753	116	6.6172	6.4102	262
CLBJ-14-1-Rh	nodU.fa	nodU	1823	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nolU.fa	nolU	645	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifY.fa	nifY	663	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodE.fa	nodE	1232	0	0.0000	0.0000	0
CLBJ-14-1-Rh	noeE.fa	noeE	1260	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodL.fa	nodL	612	79	12.9085	0.1291	1
CLBJ-14-1-Rh	nolL.fa	nolL	1191	56	4.7019	1.1159	24
CLBJ-14-1-Rh	nifQ.fa	nifQ	813	23	2.8290	0.0566	2
CLBJ-14-1-Rh	fixU.fa	fixU	258	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodT.fa	nodT	1521	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifX.fa	nifX	519	216	41.6185	5.9538	40
CLBJ-14-1-Rh	nodD.fa	nodD	1011	38	3.7587	0.0376	1
CLBJ-14-1-Rh	nfeD.fa	nfeD	1454	144	9.9037	7.2517	132
CLBJ-14-1-Rh	nifH.fa	nifH	997	813	81.5446	162.1926	420
CLBJ-14-1-Rh	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixL.fa	fixL	2018	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nopP.fa	nopP	834	68	8.1535	0.4652	14
CLBJ-14-1-Rh	nodS.fa	nodS	738	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifW.fa	nifW	421	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodC.fa	nodC	1409	647	45.9191	45.6551	241
CLBJ-14-1-Rh	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixC.fa	fixC	1318	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodB.fa	nodB	714	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nolB.fa	nolB	597	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodZ.fa	nodZ	993	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixK.fa	fixK	812	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodJ.fa	nodJ	921	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifN.fa	nifN	1367	52	3.8040	1.8449	50
CLBJ-14-1-Rh	fixB.fa	fixB	1143	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodA.fa	nodA	699	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifV.fa	nifV	1225	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nopM.fa	nopM	1746	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
CLBJ-14-1-Rh	noeB.fa	noeB	1674	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodI.fa	nodI	1095	293	26.7580	4.4311	64
CLBJ-14-1-Rh	nifM.fa	nifM	825	0	0.0000	0.0000	0
CLBJ-14-1-Rh	Irr.fa	Irr	519	27	5.2023	1.2486	24
CLBJ-14-1-Rh	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fixA.fa	fixA	1051	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nopE.fa	nopE	1451	0	0.0000	0.0000	0
CLBJ-14-1-Rh	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nodQ.fa	nodQ	1922	30	1.5609	0.0614	4
CLBJ-14-1-Rh	nifU.fa	nifU	540	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nopL.fa	nopL	1110	0	0.0000	0.0000	0
CLBJ-14-1-Rh	nifE.fa	nifE	1714	466	27.1879	26.9107	305
CLBJ-14-1-Rh	nodX.fa	nodX	1121	0	0.0000	0.0000	0
CLBJ-14-1-Rh	fdxB.fa	fdxB	361	19	5.2632	2.7368	52
CLBJ-14-1-Rh	nolX.fa	nolX	1791	0	0.0000	0.0000	0
CLBJ-14-1-Rh	noeA.fa	noeA	1431	160	11.1810	0.9092	40
CLBJ-14-1-Rh	nodH.fa	nodH	802	0	0.0000	0.0000	0
CLBJ-14-1-Rh	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
CLBJ-14-1-Ro	noeI.fa	noeI	756	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodP.fa	nodP	906	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifT.fa	nifT	216	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixX.fa	fixX	297	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifD.fa	nifD	1532	939	61.2924	1.3322	7
CLBJ-14-1-Ro	nolG.fa	nolG	3198	0	0.0000	0.0000	0
CLBJ-14-1-Ro	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixP.fa	fixP	876	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifS.fa	nifS	1292	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nolF.fa	nolF	1110	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifK.fa	nifK	1542	509	33.0091	21.3463	369
CLBJ-14-1-Ro	fixO.fa	fixO	745	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifB.fa	nifB	1527	240	15.7171	47.2895	707
CLBJ-14-1-Ro	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifZ.fa	nifZ	759	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodF.fa	nodF	333	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifJ.fa	nifJ	3528	121	3.4297	0.0343	1
CLBJ-14-1-Ro	fixN.fa	fixN	1697	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifA.fa	nifA	1753	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodU.fa	nodU	1823	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nolU.fa	nolU	645	152	23.5659	0.2357	1
CLBJ-14-1-Ro	nifY.fa	nifY	663	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodE.fa	nodE	1232	0	0.0000	0.0000	0
CLBJ-14-1-Ro	noeE.fa	noeE	1260	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodL.fa	nodL	612	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nolL.fa	nolL	1191	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifQ.fa	nifQ	813	88	10.8241	0.1082	1
CLBJ-14-1-Ro	fixU.fa	fixU	258	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodT.fa	nodT	1521	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifX.fa	nifX	519	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodD.fa	nodD	1011	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nfeD.fa	nfeD	1454	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifH.fa	nifH	997	702	70.4112	421.7352	1548
CLBJ-14-1-Ro	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixL.fa	fixL	2018	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nopP.fa	nopP	834	73	8.7530	0.1331	2
CLBJ-14-1-Ro	nodS.fa	nodS	738	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifW.fa	nifW	421	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodC.fa	nodC	1409	384	27.2534	52.8971	387
CLBJ-14-1-Ro	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixC.fa	fixC	1318	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodB.fa	nodB	714	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nolB.fa	nolB	597	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodZ.fa	nodZ	993	192	19.3353	0.2477	2
CLBJ-14-1-Ro	fixK.fa	fixK	812	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodJ.fa	nodJ	921	69	7.4919	0.0749	1
CLBJ-14-1-Ro	nifN.fa	nifN	1367	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixB.fa	fixB	1143	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodA.fa	nodA	699	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifV.fa	nifV	1225	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nopM.fa	nopM	1746	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
CLBJ-14-1-Ro	noeB.fa	noeB	1674	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodI.fa	nodI	1095	336	30.6849	0.3936	2
CLBJ-14-1-Ro	nifM.fa	nifM	825	0	0.0000	0.0000	0
CLBJ-14-1-Ro	Irr.fa	Irr	519	0	0.0000	0.0000	0
CLBJ-14-1-Ro	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fixA.fa	fixA	1051	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nopE.fa	nopE	1451	0	0.0000	0.0000	0
CLBJ-14-1-Ro	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodQ.fa	nodQ	1922	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifU.fa	nifU	540	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nopL.fa	nopL	1110	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nifE.fa	nifE	1714	344	20.0700	10.7380	164
CLBJ-14-1-Ro	nodX.fa	nodX	1121	0	0.0000	0.0000	0
CLBJ-14-1-Ro	fdxB.fa	fdxB	361	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nolX.fa	nolX	1791	0	0.0000	0.0000	0
CLBJ-14-1-Ro	noeA.fa	noeA	1431	0	0.0000	0.0000	0
CLBJ-14-1-Ro	nodH.fa	nodH	802	0	0.0000	0.0000	0
CLBJ-14-1-Ro	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
CLBJ-14-1-No	noeI.fa	noeI	756	0	0.0000	0.0000	0
CLBJ-14-1-No	nodP.fa	nodP	906	284	31.3466	47.8896	598
CLBJ-14-1-No	nifT.fa	nifT	216	97	44.9074	5.8935	15
CLBJ-14-1-No	fixX.fa	fixX	297	0	0.0000	0.0000	0
CLBJ-14-1-No	nifD.fa	nifD	1532	1314	85.7702	5483.2010	8041
CLBJ-14-1-No	nolG.fa	nolG	3198	20	0.6254	0.0732	12
CLBJ-14-1-No	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
CLBJ-14-1-No	fixP.fa	fixP	876	0	0.0000	0.0000	0
CLBJ-14-1-No	nifS.fa	nifS	1292	147	11.3777	126.5286	3043
CLBJ-14-1-No	nolF.fa	nolF	1110	0	0.0000	0.0000	0
CLBJ-14-1-No	nifK.fa	nifK	1542	1498	97.1466	5201.8327	8045
CLBJ-14-1-No	fixO.fa	fixO	745	0	0.0000	0.0000	0
CLBJ-14-1-No	nifB.fa	nifB	1527	908	59.4630	2430.0124	8027
CLBJ-14-1-No	rpoN.fa	rpoN	1533	20	1.3046	0.0261	2
CLBJ-14-1-No	nifZ.fa	nifZ	759	196	25.8235	5.8933	41
CLBJ-14-1-No	nodF.fa	nodF	333	0	0.0000	0.0000	0
CLBJ-14-1-No	nifJ.fa	nifJ	3528	2087	59.1553	3.3917	21
CLBJ-14-1-No	fixN.fa	fixN	1697	223	13.1408	0.4755	7
CLBJ-14-1-No	fdxN.fa	fdxN	210	167	79.5238	2486.0667	8037
CLBJ-14-1-No	nifA.fa	nifA	1753	120	6.8454	0.3371	10
CLBJ-14-1-No	nodU.fa	nodU	1823	313	17.1695	1.0669	21
CLBJ-14-1-No	nolU.fa	nolU	645	543	84.1860	3.5318	7
CLBJ-14-1-No	nifY.fa	nifY	663	0	0.0000	0.0000	0
CLBJ-14-1-No	nodE.fa	nodE	1232	0	0.0000	0.0000	0
CLBJ-14-1-No	noeE.fa	noeE	1260	0	0.0000	0.0000	0
CLBJ-14-1-No	nodL.fa	nodL	612	412	67.3203	2.1487	8
CLBJ-14-1-No	nolL.fa	nolL	1191	68	5.7095	58.4165	1284
CLBJ-14-1-No	nifQ.fa	nifQ	813	156	19.1882	0.4662	9
CLBJ-14-1-No	fixU.fa	fixU	258	55	21.3178	528.6163	3780
CLBJ-14-1-No	nodT.fa	nodT	1521	0	0.0000	0.0000	0
CLBJ-14-1-No	nifX.fa	nifX	519	258	49.7110	1165.1368	8003
CLBJ-14-1-No	nodD.fa	nodD	1011	705	69.7329	1.2512	4
CLBJ-14-1-No	nfeD.fa	nfeD	1454	187	12.8611	360.1678	8011
CLBJ-14-1-No	nifH.fa	nifH	997	834	83.6510	5704.1384	8035
CLBJ-14-1-No	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
CLBJ-14-1-No	fixL.fa	fixL	2018	0	0.0000	0.0000	0
CLBJ-14-1-No	nopP.fa	nopP	834	273	32.7338	2.0204	10
CLBJ-14-1-No	nodS.fa	nodS	738	0	0.0000	0.0000	0
CLBJ-14-1-No	nifW.fa	nifW	421	0	0.0000	0.0000	0
CLBJ-14-1-No	nodC.fa	nodC	1409	837	59.4038	2693.9312	8023
CLBJ-14-1-No	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
CLBJ-14-1-No	fixC.fa	fixC	1318	0	0.0000	0.0000	0
CLBJ-14-1-No	nodB.fa	nodB	714	83	11.6246	0.2045	4
CLBJ-14-1-No	nolB.fa	nolB	597	110	18.4255	0.2178	2
CLBJ-14-1-No	nodZ.fa	nodZ	993	430	43.3031	1.6435	8
CLBJ-14-1-No	fixK.fa	fixK	812	0	0.0000	0.0000	0
CLBJ-14-1-No	nodJ.fa	nodJ	921	450	48.8599	1.4300	7
CLBJ-14-1-No	nifN.fa	nifN	1367	160	11.7045	284.0088	8015
CLBJ-14-1-No	fixB.fa	fixB	1143	80	6.9991	3.1304	80
CLBJ-14-1-No	nodA.fa	nodA	699	171	24.4635	0.5536	4
CLBJ-14-1-No	nifV.fa	nifV	1225	0	0.0000	0.0000	0
CLBJ-14-1-No	nopM.fa	nopM	1746	151	8.6483	0.3436	4
CLBJ-14-1-No	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
CLBJ-14-1-No	noeB.fa	noeB	1674	0	0.0000	0.0000	0
CLBJ-14-1-No	nodI.fa	nodI	1095	739	67.4886	962.0703	8009
CLBJ-14-1-No	nifM.fa	nifM	825	0	0.0000	0.0000	0
CLBJ-14-1-No	Irr.fa	Irr	519	0	0.0000	0.0000	0
CLBJ-14-1-No	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
CLBJ-14-1-No	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
CLBJ-14-1-No	fixA.fa	fixA	1051	89	8.4681	0.2950	4
CLBJ-14-1-No	nopE.fa	nopE	1451	0	0.0000	0.0000	0
CLBJ-14-1-No	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
CLBJ-14-1-No	nodQ.fa	nodQ	1922	0	0.0000	0.0000	0
CLBJ-14-1-No	nifU.fa	nifU	540	0	0.0000	0.0000	0
CLBJ-14-1-No	nopL.fa	nopL	1110	0	0.0000	0.0000	0
CLBJ-14-1-No	nifE.fa	nifE	1714	944	55.0758	1681.8407	8018
CLBJ-14-1-No	nodX.fa	nodX	1121	986	87.9572	2.2658	6
CLBJ-14-1-No	fdxB.fa	fdxB	361	289	80.0554	134.2133	339
CLBJ-14-1-No	nolX.fa	nolX	1791	0	0.0000	0.0000	0
CLBJ-14-1-No	noeA.fa	noeA	1431	22	1.5374	0.0307	2
CLBJ-14-1-No	nodH.fa	nodH	802	0	0.0000	0.0000	0
CLBJ-14-1-No	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
CLBJ-15-1-Rh	noeI.fa	noeI	756	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodP.fa	nodP	906	121	13.3554	0.2318	2
CLBJ-15-1-Rh	nifT.fa	nifT	216	75	34.7222	8.7685	36
CLBJ-15-1-Rh	fixX.fa	fixX	297	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifD.fa	nifD	1532	1269	82.8329	250.7356	1225
CLBJ-15-1-Rh	nolG.fa	nolG	3198	19	0.5941	0.0832	14
CLBJ-15-1-Rh	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixP.fa	fixP	876	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifS.fa	nifS	1292	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nolF.fa	nolF	1110	39	3.5135	0.1063	4
CLBJ-15-1-Rh	nifK.fa	nifK	1542	1335	86.5759	18.8489	159
CLBJ-15-1-Rh	fixO.fa	fixO	745	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifB.fa	nifB	1527	776	50.8186	45.5010	750
CLBJ-15-1-Rh	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifZ.fa	nifZ	759	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodF.fa	nodF	333	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifJ.fa	nifJ	3528	992	28.1179	75.3741	1616
CLBJ-15-1-Rh	fixN.fa	fixN	1697	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fdxN.fa	fdxN	210	61	29.0476	0.4810	3
CLBJ-15-1-Rh	nifA.fa	nifA	1753	202	11.5231	13.2259	543
CLBJ-15-1-Rh	nodU.fa	nodU	1823	148	8.1185	6.7235	285
CLBJ-15-1-Rh	nolU.fa	nolU	645	106	16.4341	0.2481	2
CLBJ-15-1-Rh	nifY.fa	nifY	663	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodE.fa	nodE	1232	0	0.0000	0.0000	0
CLBJ-15-1-Rh	noeE.fa	noeE	1260	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodL.fa	nodL	612	315	51.4706	4.4771	61
CLBJ-15-1-Rh	nolL.fa	nolL	1191	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifQ.fa	nifQ	813	99	12.1771	2.9766	25
CLBJ-15-1-Rh	fixU.fa	fixU	258	57	22.0930	19.5310	92
CLBJ-15-1-Rh	nodT.fa	nodT	1521	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifX.fa	nifX	519	177	34.1040	0.3796	2
CLBJ-15-1-Rh	nodD.fa	nodD	1011	347	34.3225	0.8783	7
CLBJ-15-1-Rh	nfeD.fa	nfeD	1454	131	9.0096	7.5365	236
CLBJ-15-1-Rh	nifH.fa	nifH	997	834	83.6510	264.6048	901
CLBJ-15-1-Rh	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixL.fa	fixL	2018	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nopP.fa	nopP	834	144	17.2662	17.5480	137
CLBJ-15-1-Rh	nodS.fa	nodS	738	38	5.1491	0.4878	12
CLBJ-15-1-Rh	nifW.fa	nifW	421	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodC.fa	nodC	1409	640	45.4223	41.8353	518
CLBJ-15-1-Rh	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixC.fa	fixC	1318	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodB.fa	nodB	714	144	20.1681	0.2941	2
CLBJ-15-1-Rh	nolB.fa	nolB	597	51	8.5427	0.3132	4
CLBJ-15-1-Rh	nodZ.fa	nodZ	993	320	32.2256	2.5136	22
CLBJ-15-1-Rh	fixK.fa	fixK	812	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodJ.fa	nodJ	921	305	33.1162	4.6580	35
CLBJ-15-1-Rh	nifN.fa	nifN	1367	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixB.fa	fixB	1143	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodA.fa	nodA	699	92	13.1617	9.7382	108
CLBJ-15-1-Rh	nifV.fa	nifV	1225	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nopM.fa	nopM	1746	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
CLBJ-15-1-Rh	noeB.fa	noeB	1674	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodI.fa	nodI	1095	561	51.2329	22.0128	156
CLBJ-15-1-Rh	nifM.fa	nifM	825	0	0.0000	0.0000	0
CLBJ-15-1-Rh	Irr.fa	Irr	519	124	23.8921	3.6859	26
CLBJ-15-1-Rh	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
CLBJ-15-1-Rh	fixA.fa	fixA	1051	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nopE.fa	nopE	1451	0	0.0000	0.0000	0
CLBJ-15-1-Rh	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nodQ.fa	nodQ	1922	47	2.4454	0.2690	11
CLBJ-15-1-Rh	nifU.fa	nifU	540	19	3.5185	0.6333	18
CLBJ-15-1-Rh	nopL.fa	nopL	1110	0	0.0000	0.0000	0
CLBJ-15-1-Rh	nifE.fa	nifE	1714	682	39.7900	9.7310	197
CLBJ-15-1-Rh	nodX.fa	nodX	1121	269	23.9964	1.0071	7
CLBJ-15-1-Rh	fdxB.fa	fdxB	361	19	5.2632	3.4737	66
CLBJ-15-1-Rh	nolX.fa	nolX	1791	0	0.0000	0.0000	0
