DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST percent identity
TEAK-3-1-No|nifH|consensus50|strict_single_dominant	85.0610
DEJU-2-Ro|nifH|consensus50|strict_single_dominant	84.0480
DEJU-44-Rh|nifH|consensus50|strict_single_dominant	91.6220
DEJU-47-Ro|nifH|consensus50|strict_single_dominant	91.0810
DEJU-11-1-Rh|nifH|consensus50|strict_single_dominant	92.0550
JERC-27-2-Rh|nifH|consensus50|strict_single_dominant	92.3080
DELA-6-3-No|nifH|consensus50|strict_single_dominant	85.6530
N49-3-D-No|nifH|consensus50|strict_single_dominant	92.0490
LAJA-3-1-No|nifH|consensus50|strict_single_dominant	85.6290
TOOL-15-Rh|nifH|consensus50|strict_single_dominant	90.7640
KONZ-14-1-No|nifH|consensus50|strict_single_dominant	83.2820
TALL-55-1-Rh|nifH|consensus50|strict_single_dominant	92.3500
DSNY-44-1-No|nifH|consensus50|strict_single_dominant	84.9300
DSNY-56-1-No|nifH|consensus50|strict_single_dominant	89.9390
DSNY-57-No|nifH|consensus50|strict_single_dominant	91.2840
DSNY-90-No|nifH|consensus50|strict_single_dominant	87.8790
LENO-2-1-Ro|nifH|consensus50|strict_single_dominant	88.0250
CLBJ-41-1-Rh|nifH|consensus50|strict_single_dominant	86.7330
GRSM-4-2-Rh|nifH|consensus50|strict_single_dominant	86.0720
DEJU-8-1-Rh|nifH|consensus50|strict_single_dominant	85.1350
DSNY-CLFR-60-No|nifH|consensus50|strict_single_dominant	86.4380
JERC-159-2-No|nifH|consensus50|strict_single_dominant	91.4400
JERC-100-1-Ro|nifH|consensus50|strict_single_dominant	88.2170
JERC-147-Ro|nifH|consensus50|strict_single_dominant	88.7450
JERC-107-1-Ro|nifH|consensus50|strict_single_dominant	94.8090
CLBJ-23-1-No|nifH|consensus50|strict_single_dominant	89.4880
JERC-160-Ro|nifH|consensus50|strict_single_dominant	90.9470
OSBS-68-1-Rh|nifH|consensus50|strict_single_dominant	87.1240
CLBJ-40-1-Rh|nifH|consensus50|strict_single_dominant	87.7700
TALL-59-1-Rh|nifH|consensus50|strict_single_dominant	85.6600
CLBJ-44-1-No|nifH|consensus50|strict_single_dominant	87.0920
SERC-6-1-Rh|nifH|consensus50|strict_single_dominant	88.2190
DSNY-99-Rh|nifH|consensus50|strict_single_dominant	91.1920
LENO-12-3-Rh|nifH|consensus50|strict_single_dominant	91.5300
TALL-1-1-No|nifH|consensus50|strict_single_dominant	88.4080
DEJU-54-No|nifH|consensus50|strict_single_dominant	84.5870
TALL-19-2-Rh|nifH|consensus50|strict_single_dominant	89.1240
OSBS-91-1-Ro|nifH|consensus50|strict_single_dominant	90.5920
GRSM-4-2-Ro|nifH|consensus50|strict_single_dominant	87.2680
OSBS-103-2-No|nifH|consensus50|strict_single_dominant	86.6670
DSNY-88-1-Rh|nifH|consensus50|strict_single_dominant	88.4860
TALL-11-1-Ro|nifH|consensus50|strict_single_dominant	90.6530
TALL-92-1-Rh|nifH|consensus50|strict_single_dominant	89.0990
SERC-3-1-Rh|nifH|consensus50|strict_single_dominant	87.7260
DSNY-88-1-No|nifH|consensus50|strict_single_dominant	91.0160
SJER-4-1-No|nifH|consensus50|strict_single_dominant	89.0130
DSNY-92-1-No|nifH|consensus50|strict_single_dominant	86.3720
N34-2-D-No|nifH|consensus50|strict_single_dominant	82.0700
DEJU-24-1-No|nifH|consensus50|strict_single_dominant	87.7520
ORNL-14-1-No|nifH|consensus50|strict_single_dominant	88.3910
NIWO-2-Ro|nifH|consensus50|strict_single_dominant	87.6570
OSBS-69-1-Rh|nifH|consensus50|strict_single_dominant	89.3460
DSNY-98-4-Ro|nifH|consensus50|strict_single_dominant	94.7950
LAJA-1-1-No|nifH|consensus50|strict_single_dominant	86.7140
LAJA-2-1-Ro|nifH|consensus50|strict_single_dominant	84.4790
LAJA-1-2-No|nifH|consensus50|strict_single_dominant	89.6060
LAJA-1-1-Ro|nifH|consensus50|strict_single_dominant	91.8820
TALL-14-2-Ro|nifH|consensus50|strict_single_dominant	91.9670
TALL-66-2-Rh|nifH|consensus50|strict_single_dominant	91.3140
YELL-11-Rh|nifH|consensus50|strict_single_dominant	86.4730
TALL-39-2-Rh|nifH|consensus50|strict_single_dominant	85.4010
OAES-35-3-Rh|nifH|consensus50|strict_single_dominant	88.8890
JERC-162-Ro|nifH|consensus50|strict_single_dominant	89.1890
LAJA-16-2-Rh|nifH|consensus50|strict_single_dominant	85.5930
TALL-9-2-Rh|nifH|consensus50|strict_single_dominant	91.1180
TALL-9-2-Ro|nifH|consensus50|strict_single_dominant	89.2380
DEJU-6-1-Ro|nifH|consensus50|strict_single_dominant	89.4450
BONA-7-Rh|nifH|consensus50|strict_single_dominant	88.5510
JERC-98-1-Rh|nifH|consensus50|strict_single_dominant	88.0340
OSBS-7-4-Ro|nifH|consensus50|strict_single_dominant	92.6740
LENO-12-3-Ro|nifH|consensus50|strict_single_dominant	89.7570
OSBS-4-3-Ro|nifH|consensus50|strict_single_dominant	89.9510
OSBS-36-4-Rh|nifH|consensus50|strict_single_dominant	90.7620
DSNY-CLFR-60-Rh|nifH|consensus50|strict_single_dominant	87.6230
TALL-10-4-Rh|nifH|consensus50|strict_single_dominant	89.2280
TOOL-17-No|nifH|consensus50|strict_single_dominant	92.8960
TOOL-28-Rh|nifH|consensus50|strict_single_dominant	86.6270
TOOL-3-No|nifH|consensus50|strict_single_dominant	89.8780
UKFS-52-1-Rh|nifH|consensus50|strict_single_dominant	90.1100
DSNY-10-3-Rh|nifH|consensus50|strict_single_dominant	89.9620
OSBS-18-5-Ro|nifH|consensus50|strict_single_dominant	91.6980
OSBS-DETR-64-3-Rh|nifH|consensus50|strict_single_dominant	90.8090
JERC-16-2-No|nifH|consensus50|strict_single_dominant	91.7310
JERC-99-1-Ro|nifH|consensus50|strict_single_dominant	92.4300
CLBJ-17-1-Rh|nifH|consensus50|strict_single_dominant	89.4130
CLBJ-11-1-Ro|nifH|consensus50|strict_single_dominant	92.5040
OSBS-1-2-Rh|nifH|consensus50|strict_single_dominant	95.3330
CLBJ-19-1-Rh|nifH|consensus50|strict_single_dominant	87.8110
DEJU-16-1-No|nifH|consensus50|strict_single_dominant	88.4410
DEJU-4-2-No|nifH|consensus50|strict_single_dominant	86.4860
TALL-93-1-No|nifH|consensus50|strict_single_dominant	93.3330
ORNL-2-1-No|nifH|consensus50|strict_single_dominant	94.2680
SERC-1-1-No|nifH|consensus50|strict_single_dominant	87.8520
SERC-2-1-No|nifH|consensus50|strict_single_dominant	84.7920
ORNL-3-2-No|nifH|consensus50|strict_single_dominant	94.2680
ORNL-5-1-No|nifH|consensus50|strict_single_dominant	85.4740
ORNL-5-2-Ro|nifH|consensus50|strict_single_dominant	87.7450
SERC-2-2-Ro|nifH|consensus50|strict_single_dominant	90.7530
TALL-83-1-No|nifH|consensus50|strict_single_dominant	89.9120
TALL-83-3-No|nifH|consensus50|strict_single_dominant	89.7530
DSNY-6-2-No|nifH|consensus50|strict_single_dominant	87.2260
TALL-84-1-No|nifH|consensus50|strict_single_dominant	88.2540
TALL-90-1-No|nifH|consensus50|strict_single_dominant	90.7160
MLBS-1-1-No|nifH|consensus50|strict_single_dominant	87.8200
TOOL-5-Ro|nifH|consensus50|strict_single_dominant	88.8620
JERC-10-3-No|nifH|consensus50|strict_single_dominant	91.2660
JERC-11-1-Rh|nifH|consensus50|strict_single_dominant	90.4760
JERC-8-2-No|nifH|consensus50|strict_single_dominant	92.2790
JERC-53-2-Ro|nifH|consensus50|strict_single_dominant	86.7770
JERC-89-1-Ro|nifH|consensus50|strict_single_dominant	88.3170
KONZ-16-1-No|nifH|consensus50|strict_single_dominant	86.8090
KONZ-15-1-No|nifH|consensus50|strict_single_dominant	89.7000
JERC-8-1-Rh|nifH|consensus50|strict_single_dominant	87.4570
CLBJ-26-1-No|nifH|consensus50|strict_single_dominant	91.9410
CLBJ-27-1-No|nifH|consensus50|strict_single_dominant	91.6970
GUAN-5-No|nifH|consensus50|strict_single_dominant	92.3080
OAES-6-1-Ro|nifH|consensus50|strict_single_dominant	98.1200
CLBJ-4-1-No|nifH|consensus50|strict_single_dominant	95.9550
CLBJ-4-1-Ro|nifH|consensus50|strict_single_dominant	95.9550
OAES-5-Rh|nifH|consensus50|strict_single_dominant	96.2340
LAJA-6-1-Rh|nifH|consensus50|strict_single_dominant	92.3360
LAJA-22-2-No|nifH|consensus50|strict_single_dominant	92.9180
CLBJ-2-No|nifH|consensus50|strict_single_dominant	97.3650
KONZ-12-1-No|nifH|consensus50|strict_single_dominant	97.0870
KONZ-6-1-No|nifH|consensus50|strict_single_dominant	97.9240
WOOD-5-1-Ro|nifH|consensus50|strict_single_dominant	98.1730
DCFS-2-2-Rh|nifH|consensus50|strict_single_dominant	90.8300
DELA-1-3-No|nifH|consensus50|strict_single_dominant	93.6740
DELA-1-3-Rh|nifH|consensus50|strict_single_dominant	93.5840
N35-4-D-No|nifH|consensus50|strict_single_dominant	93.8030
DSNY-SEHE-60-No|nifH|consensus50|strict_single_dominant	93.6740
N35-4-D-Ro|nifH|consensus50|strict_single_dominant	93.9850
JERC-2-1-No|nifH|consensus50|strict_single_dominant	92.0920
JERC-4-1-No|nifH|consensus50|strict_single_dominant	93.2750
ORNL-6-1-No|nifH|consensus50|strict_single_dominant	94.2690
TALL-48-2-No|nifH|consensus50|strict_single_dominant	94.3020
JERC-6-3-No|nifH|consensus50|strict_single_dominant	91.2170
OAES-1-1-No|nifH|consensus50|strict_single_dominant	96.6760
OAES-4-1-Ro|nifH|consensus50|strict_single_dominant	96.8140
OAES-7-1-No|nifH|consensus50|strict_single_dominant	96.5370
OAES-7-1-Rh|nifH|consensus50|strict_single_dominant	96.5370
OAES-7-1-Ro|nifH|consensus50|strict_single_dominant	96.5370
OAES-4-1-No|nifH|consensus50|strict_single_dominant	96.8140
OAES-16-1-No|nifH|consensus50|strict_single_dominant	96.9530
OAES-25-1-No|nifH|consensus50|strict_single_dominant	96.8140
OAES-16-1-Rh|nifH|consensus50|strict_single_dominant	96.1220
NIWO-1-No|nifH|consensus50|strict_single_dominant	90.0610
SJER-2-3-No|nifH|consensus50|strict_single_dominant	87.8970
TEAK-2-1-No|nifH|consensus50|strict_single_dominant	88.0990
ORNL-4-1-No|nifH|consensus50|strict_single_dominant	86.7650
OAES-29-1-Ro|nifH|consensus50|strict_single_dominant	92.4910
CLBJ-14-1-No|nifH|consensus50|strict_single_dominant	90.3260
TALL-52-1-No|nifH|consensus50|strict_single_dominant	90.6210
DELA-9-1-No|nifH|consensus50|strict_single_dominant	89.1860
TALL-24-2-No|nifH|consensus50|strict_single_dominant	90.1100
TALL-15-2-No|nifH|consensus50|strict_single_dominant	90.6440
DELA-26-3-Ro|nifH|consensus50|strict_single_dominant	91.0870
DELA-27-3-No|nifH|consensus50|strict_single_dominant	90.9980
OAES-8-2-No|nifH|consensus50|strict_single_dominant	92.0540
OAES-30-2-No|nifH|consensus50|strict_single_dominant	94.8210
DELA-32-1-No|nifH|consensus50|strict_single_dominant	92.6590
LENO-9-2-Rh|nifH|consensus50|strict_single_dominant	92.9270
LENO-5-2-No|nifH|consensus50|strict_single_dominant	92.9180
LENO-10-2-Ro|nifH|consensus50|strict_single_dominant	93.0400
LENO-9-2-No|nifH|consensus50|strict_single_dominant	92.9180
DSNY-2-1-Rh|nifH|consensus50|strict_single_dominant	92.8920
LENO-7-2-No|nifH|consensus50|strict_single_dominant	92.7010
JERC-34-4-No|nifH|consensus50|strict_single_dominant	93.3820
JERC-AMFR-56-1-No|nifH|consensus50|strict_single_dominant	92.9440
OAES-35-3-No|nifH|consensus50|strict_single_dominant	93.0400
JERC-AMFU-71-1-No|nifH|consensus50|strict_single_dominant	92.8220
CLBJ-3-1-Rh|nifH|consensus50|strict_single_dominant	94.1530
JERC-1-2-No|nifH|consensus50|strict_single_dominant	91.9410
OSBS-38-1-No|nifH|consensus50|strict_single_dominant	91.6970
JERC-131-No|nifH|consensus50|strict_single_dominant	91.6970
DSNY-3-1-Rh|nifH|consensus50|strict_single_dominant	92.2490
OAES-30-2-Ro|nifH|consensus50|strict_single_dominant	93.4110
OAES-20-No|nifH|consensus50|strict_single_dominant	93.9280
SRER-3-1-Ro|nifH|consensus50|strict_single_dominant	92.9180
SRER-6-1-Ro|nifH|consensus50|strict_single_dominant	92.7010
SRER-3-1-No|nifH|consensus50|strict_single_dominant	92.9180
SRER-5-1-Rh|nifH|consensus50|strict_single_dominant	93.4590
SRER-6-1-No|nifH|consensus50|strict_single_dominant	93.0400
SRER-7-1-No|nifH|consensus50|strict_single_dominant	92.6740
SRER-8-1-Ro|nifH|consensus50|strict_single_dominant	92.6800
SRER-7-1-Rh|nifH|consensus50|strict_single_dominant	92.6740
SRER-7-1-Ro|nifH|consensus50|strict_single_dominant	92.9440
OAES-21-3-No|nifH|consensus50|strict_single_dominant	93.4310
JERC-14-5-Ro|nifH|consensus50|strict_single_dominant	93.1250
JERC-23-1-Ro|nifH|consensus50|strict_single_dominant	91.3310
JERC-16-2-Ro|nifH|consensus50|strict_single_dominant	92.6470
SRER-15-1-Ro|nifH|consensus50|strict_single_dominant	93.0400
SRER-10-1-Rh|nifH|consensus50|strict_single_dominant	93.0570
SRER-2-1-No|nifH|consensus50|strict_single_dominant	93.3330
SRER-1-1-No|nifH|consensus50|strict_single_dominant	93.0400
SRER-8-1-No|nifH|consensus50|strict_single_dominant	93.3330
SRER-15-1-No|nifH|consensus50|strict_single_dominant	93.1370
SRER-10-1-No|nifH|consensus50|strict_single_dominant	93.2840
SRER-17-1-No|nifH|consensus50|strict_single_dominant	92.7960
SRER-13-1-No|nifH|consensus50|strict_single_dominant	93.1870
SRER-13-1-Ro|nifH|consensus50|strict_single_dominant	93.1370
SRER-13-1-Rh|nifH|consensus50|strict_single_dominant	93.1370
SRER-14-1-No|nifH|consensus50|strict_single_dominant	92.9440
SRER-18-1-Rh|nifH|consensus50|strict_single_dominant	92.7960
SRER-18-1-Ro|nifH|consensus50|strict_single_dominant	92.8920
SRER-9-1-Ro|nifH|consensus50|strict_single_dominant	93.1370
SRER-6-1-Rh|nifH|consensus50|strict_single_dominant	94.7500
DEJU-54-Ro|nifH|consensus50|strict_single_dominant	92.9020
JERC-100-1-No|nifH|consensus50|strict_single_dominant	90.3380
TOOL-32-Ro|nifH|consensus50|strict_single_dominant	90.1890
TOOL-9-Rh|nifH|consensus50|strict_single_dominant	87.3330
TOOL-12-Rh|nifH|consensus50|strict_single_dominant	91.8400
TOOL-29-Rh|nifH|consensus50|strict_single_dominant	89.8570
JERC-CRJU-86-1-Ro|nifH|consensus50|strict_single_dominant	90.0740
TOOL-13-Ro|nifH|consensus50|strict_single_dominant	88.2710
TOOL-14-Ro|nifH|consensus50|strict_single_dominant	88.7780
TOOL-29-Ro|nifH|consensus50|strict_single_dominant	89.2630
TOOL-10-No|nifH|consensus50|strict_single_dominant	92.9350
TOOL-11-No|nifH|consensus50|strict_single_dominant	92.9610
TOOL-9-No|nifH|consensus50|strict_single_dominant	92.9610
TOOL-25-No|nifH|consensus50|strict_single_dominant	92.8400
TOOL-8-No|nifH|consensus50|strict_single_dominant	92.9350
TOOL-17-Rh|nifH|consensus50|strict_single_dominant	92.6830
TOOL-24-Rh|nifH|consensus50|strict_single_dominant	92.9350
TOOL-23-Ro|nifH|consensus50|strict_single_dominant	93.7340
TOOL-27-2-No|nifH|consensus50|strict_single_dominant	93.2040
TOOL-26-No|nifH|consensus50|strict_single_dominant	93.6330
TOOL-15-No|nifH|consensus50|strict_single_dominant	93.1460
TOOL-12-No|nifH|consensus50|strict_single_dominant	93.0150
TOOL-16-No|nifH|consensus50|strict_single_dominant	93.1820
TOOL-12-Ro|nifH|consensus50|strict_single_dominant	90.9090
TOOL-18-Ro|nifH|consensus50|strict_single_dominant	90.2650
TOOL-19-Rh|nifH|consensus50|strict_single_dominant	94.9040
TOOL-14-No|nifH|consensus50|strict_single_dominant	92.7430
TOOL-16-Rh|nifH|consensus50|strict_single_dominant	93.7210
TOOL-16-Ro|nifH|consensus50|strict_single_dominant	92.9490
TOOL-23-No|nifH|consensus50|strict_single_dominant	93.1870
TOOL-30-No|nifH|consensus50|strict_single_dominant	93.3820
TOOL-24-No|nifH|consensus50|strict_single_dominant	93.5290
TOOL-31-Rh|nifH|consensus50|strict_single_dominant	93.4980
OAES-3-1-No|nifH|consensus50|strict_single_dominant	93.2040
RMNP-1-No|nifH|consensus50|strict_single_dominant	93.5290
RMNP-2-No|nifH|consensus50|strict_single_dominant	93.9390
RMNP-2-Rh|nifH|consensus50|strict_single_dominant	93.4810
JERC-94-1-No|nifH|consensus50|strict_single_dominant	97.0860
SCBI-5-1-No|nifH|consensus50|strict_single_dominant	98.6750
TALL-13-3-No|nifH|consensus50|strict_single_dominant	99.0730
TALL-64-1-No|nifH|consensus50|strict_single_dominant	96.0260
CLBJ-17-1-Ro|nifH|consensus50|strict_single_dominant	95.5320
OAES-9-1-No|nifH|consensus50|strict_single_dominant	97.4750
OAES-9-1-Rh|nifH|consensus50|strict_single_dominant	96.9360
OAES-34-1-No|nifH|consensus50|strict_single_dominant	96.8290
OSBS-5-5-Ro|nifH|consensus50|strict_single_dominant	93.1710
OAES-12-2-Ro|nifH|consensus50|strict_single_dominant	96.8330
OAES-12-2-No|nifH|consensus50|strict_single_dominant	96.4760
OAES-28-1-No|nifH|consensus50|strict_single_dominant	96.8450
OAES-29-1-No|nifH|consensus50|strict_single_dominant	97.3650
CLBJ-5-2-No|nifH|consensus50|strict_single_dominant	96.8220
OAES-10-1-No|nifH|consensus50|strict_single_dominant	94.9940
OAES-10-1-Ro|nifH|consensus50|strict_single_dominant	94.6210
OAES-26-1-No|nifH|consensus50|strict_single_dominant	95.2210
OAES-26-1-Ro|nifH|consensus50|strict_single_dominant	95.8280
OAES-23-1-Ro|nifH|consensus50|strict_single_dominant	95.3550
OAES-11-1-Rh|nifH|consensus50|strict_single_dominant	96.9770
OAES-11-1-No|nifH|consensus50|strict_single_dominant	96.9550
OAES-23-1-No|nifH|consensus50|strict_single_dominant	96.9550
OAES_24-3-Rh|nifH|consensus50|strict_single_dominant	98.0570
DELA-12-2-Rh|nifH|consensus50|strict_single_dominant	93.7050
OAES-32-1-Rh|nifH|consensus50|strict_single_dominant	92.1200
JERC-122-Rh|nifH|consensus50|strict_single_dominant	90.4760
OAES-32-1-No|nifH|consensus50|strict_single_dominant	97.0870
OAES-33-1-No|nifH|consensus50|strict_single_dominant	97.3550
JORN-1-No|nifH|consensus50|strict_single_dominant	97.3140
SRER-4-1-No|nifH|consensus50|strict_single_dominant	97.7360
OAES-16-1-Ro|nifH|consensus50|strict_single_dominant	96.0640
OAES_24-3-No|nifH|consensus50|strict_single_dominant	97.7300
OAES-17-No|nifH|consensus50|strict_single_dominant	97.1810
OAES-17-Ro|nifH|consensus50|strict_single_dominant	97.7420
SRER-16-1-No|nifH|consensus50|strict_single_dominant	97.0700
CPER-1-No|nifH|consensus50|strict_single_dominant	96.4590
OAES-15-No|nifH|consensus50|strict_single_dominant	95.1160
OAES-15-Ro|nifH|consensus50|strict_single_dominant	95.1160
DSNY-11-3-Ro|nifH|consensus50|strict_single_dominant	93.1410
OAES-33-1-Ro|nifH|consensus50|strict_single_dominant	94.2480
OAES-33-1-Rh|nifH|consensus50|strict_single_dominant	96.0060
OAES-27-2-No|nifH|consensus50|strict_single_dominant	95.3600
CLBJ-9-1-Ro|nifH|consensus50|strict_single_dominant	94.5240
OAES-20-Rh|nifH|consensus50|strict_single_dominant	93.8520
OAES-21-3-Rh|nifH|consensus50|strict_single_dominant	91.1950
TOOL-33-1-Ro|nifH|consensus50|strict_single_dominant	89.9340
RMNP-1-Ro|nifH|consensus50|strict_single_dominant	91.3430
TOOL-28-Ro|nifH|consensus50|strict_single_dominant	87.7700
KONZ-1-Rh|nifH|consensus50|strict_single_dominant	90.8850
TALL-92-1-Ro|nifH|consensus50|strict_single_dominant	91.5920
TEAK-2-1-Rh|nifH|consensus50|strict_single_dominant	91.4470
DSNY-15-1-Rh|nifH|consensus50|strict_single_dominant	90.5110
OSBS-104-1-Rh|nifH|consensus50|strict_single_dominant	88.9730
CPER-3-1-No|nifH|consensus50|strict_single_dominant	96.2470
CPER-4-No|nifH|consensus50|strict_single_dominant	96.3680
CPER-3-1-Rh|nifH|consensus50|strict_single_dominant	96.7070
CPER-5-1-No|nifH|consensus50|strict_single_dominant	97.0940
CPER-5-1-Rh|nifH|consensus50|strict_single_dominant	96.6100
DCFS-2-2-No|nifH|consensus50|strict_single_dominant	97.9270
NOGP-5-2-Ro|nifH|consensus50|strict_single_dominant	97.8780
WOOD-6-1-No|nifH|consensus50|strict_single_dominant	98.6220
NOGP-2-1-Ro|nifH|consensus50|strict_single_dominant	96.4760
OAES-14-1-No|nifH|consensus50|strict_single_dominant	99.4930
OAES-2-1-No|nifH|consensus50|strict_single_dominant	98.3650
OAES-22-1-No|nifH|consensus50|strict_single_dominant	98.1640
NOGP-4-1-Ro|nifH|consensus50|strict_single_dominant	96.3680
OAES-2-1-Ro|nifH|consensus50|strict_single_dominant	96.9590
NOGP-6-3-Ro|nifH|consensus50|strict_single_dominant	96.5850
NOGP-1-1-No|nifH|consensus50|strict_single_dominant	96.8290
WOOD-3-2-No|nifH|consensus50|strict_single_dominant	97.6010
DCFS-8-1-No|nifH|consensus50|strict_single_dominant	96.4760
NOGP-3-2-No|nifH|consensus50|strict_single_dominant	96.5980
WOOD-12-No|nifH|consensus50|strict_single_dominant	96.2330
WOOD-7-1-No|nifH|consensus50|strict_single_dominant	96.8410
NOGP-3-2-Ro|nifH|consensus50|strict_single_dominant	96.2330
OAES-36-2-No|nifH|consensus50|strict_single_dominant	95.9900
NOGP-2-1-No|nifH|consensus50|strict_single_dominant	95.5040
WOOD-11-1-No|nifH|consensus50|strict_single_dominant	95.7320
OAES-36-3-No|nifH|consensus50|strict_single_dominant	95.7470
SCBI-1-1-Ro|nifH|consensus50|strict_single_dominant	96.9340
SCBI-3-1-Rh|nifH|consensus50|strict_single_dominant	95.7450
DSNY-96-2-Ro|nifH|consensus50|strict_single_dominant	88.5250
WOOD-2-2-Rh|nifH|consensus50|strict_single_dominant	87.7130
SCBI-2-1-Ro|nifH|consensus50|strict_single_dominant	90.9890
ORNL-8-2-Rh|nifH|consensus50|strict_single_dominant	91.0240
OSBS-100-3-Ro|nifH|consensus50|strict_single_dominant	90.4620
OSBS-LEHI-62-5-Ro|nifH|consensus50|strict_single_dominant	87.9380
SERC-3-1-Ro|nifH|consensus50|strict_single_dominant	89.4870
TALL-73-2-Ro|nifH|consensus50|strict_single_dominant	88.0000
OSBS-LEHI-62-5-Rh|nifH|consensus50|strict_single_dominant	91.9420
TALL-93-3-Ro|nifH|consensus50|strict_single_dominant	92.4650
SERC-1-1-Rh|nifH|consensus50|strict_single_dominant	91.2980
TALL-62-1-Rh|nifH|consensus50|strict_single_dominant	90.3590
TALL-6-2-Rh|nifH|consensus50|strict_single_dominant	89.4840
OSBS-101-1-Ro|nifH|consensus50|strict_single_dominant	92.5870
DCFS-2-2-Ro|nifH|consensus50|strict_single_dominant	89.2590
TOOL-1-Rh|nifH|consensus50|strict_single_dominant	88.8480
DEJU-27-No|nifH|consensus50|strict_single_dominant	89.8030
NOGP-7-2-Rh|nifH|consensus50|strict_single_dominant	89.3370
JERC-139-5-Rh|nifH|consensus50|strict_single_dominant	92.0420
OAES-15-Rh|nifH|consensus50|strict_single_dominant	91.2990
JERC-148-Rh|nifH|consensus50|strict_single_dominant	90.0380
TALL-11-1-Rh|nifH|consensus50|strict_single_dominant	91.6850
DEJU-23-1-No|nifH|consensus50|strict_single_dominant	89.2350
TALL-93-3-No|nifH|consensus50|strict_single_dominant	91.0880
