source_file	gene	sample_id	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	reference_coverage_percent	evalue	bitscore	best_reference_genus
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-1-2-No|nifH|consensus50|strict_single_dominant	Burkholderia_sp._Br3469	Burkholderia	nifH|Burkholderia_sp._Br3469|AAT06095.1	Burkholderia_sp._Br3469	89.606	635	96.7988	NA	0	893	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-15-1-No|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._SPXBL-02	Bradyrhizobium	nifH|Bradyrhizobium_sp._SPXBL-02|XYL93550.1	Bradyrhizobium_sp._SPXBL-02	87.575	837	94.5763	NA	0	974	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-16-2-Rh|nifH|consensus50|strict_single_dominant	Microvirga_sp._KLBC_81	Microvirga	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	85.593	826	92.3937	NA	0	907	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-21-1-Rh|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._SPXBL-03	Bradyrhizobium	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	91.244	651	73.5593	NA	0	885	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-2-1-Ro|nifH|consensus50|strict_single_dominant	Burkholderia_vietnamiensis	Burkholderia	nifH|Burkholderia_vietnamiensis|AOJ17135.1	Burkholderia_vietnamiensis	84.479	844	95.6916	NA	0	874	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-22-2-No|nifH|consensus50|strict_single_dominant	Rhizobium_azibense	Rhizobium	nifH|Rhizobium_azibense|CAO4004957.1	Rhizobium_azibense	92.918	819	91.6107	NA	0	1192	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-3-1-No|nifH|consensus50|strict_single_dominant	Microvirga_lotononidis	Microvirga	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	85.629	835	93.4004	NA	0	869	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-4-1-Rh|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	84.14	826	92.3937	NA	0	845	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LAJA-6-1-Rh|nifH|consensus50|strict_single_dominant	Microvirga_sp._RSM25	Microvirga	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	92.336	822	91.9463	NA	0	1170	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-10-2-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	86.558	796	89.038	NA	0	876	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-10-2-Ro|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	93.04	819	91.6107	NA	0	1197	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-1-1-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	88.801	634	70.9172	NA	0	774	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-1-1-Rh|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	90.549	656	74.1243	NA	0	867	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-12-3-Rh|nifH|consensus50|strict_single_dominant	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	91.53	366	41.3559	NA	1.2399999999999998e-143	503	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-12-3-Ro|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	89.757	576	65.0847	NA	0	736	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-13-2-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	86.408	824	92.17	NA	0	898	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-2-1-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.103	698	78.0761	NA	0	767	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-2-1-Rh|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	85.369	827	93.4463	NA	0	946	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-2-1-Ro|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.025	810	91.5254	NA	0	957	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-4-3-No|nifH|consensus50|strict_single_dominant	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	84.356	831	93.8983	NA	0	854	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-5-2-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.918	819	91.6107	NA	0	1192	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-6-1-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._RIZ17	Mesorhizobium	nifH|Mesorhizobium_sp._RIZ17|XXB69634.1	Mesorhizobium_sp._RIZ17	85.558	824	92.17	NA	0	863	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-7-2-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.701	822	91.9463	NA	0	1186	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-8-3-No|nifH|consensus50|strict_single_dominant	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	89.875	642	72.5424	NA	0	819	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-8-3-Rh|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._WSM4083	Mesorhizobium	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	91.011	534	59.7315	NA	0	721	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-8-3-Ro|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	92.026	464	52.4294	NA	0	652	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-9-2-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.918	819	91.6107	NA	0	1192	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	LENO-9-2-Rh|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.927	820	91.7226	NA	0	1192	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	MLBS-1-1-No|nifH|consensus50|strict_single_dominant	Microvirga_sp._KLBC_81	Microvirga	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	87.82	821	91.8345	NA	0	959	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N34-2-D-No|nifH|consensus50|strict_single_dominant	Sinorhizobium_fredii_(Rhizobium_fredii)	Sinorhizobium	nifH|Sinorhizobium_fredii_(Rhizobium_fredii)|XRN48363.1	Sinorhizobium_fredii_(Rhizobium_fredii)	82.07	686	76.9921	NA	0	634	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N35-4-D-No|nifH|consensus50|strict_single_dominant	Rhizobium_binae	Rhizobium	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	93.803	823	92.0582	NA	0	1236	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N35-4-D-Ro|nifH|consensus50|strict_single_dominant	Rhizobium_binae	Rhizobium	nifH|Rhizobium_binae|XXB05130.1	Rhizobium_binae	93.985	798	89.2617	NA	0	1208	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N38-2-D-No|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	87.139	832	94.0113	NA	0	1003	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N38-2-D-Rh|nifH|consensus50|strict_single_dominant	Microvirga_lotononidis	Microvirga	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.439	820	91.7226	NA	0	963	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N38-2-D-Ro|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._PUT101	Bradyrhizobium	nifH|Bradyrhizobium_sp._PUT101|XYX37671.1	Bradyrhizobium_sp._PUT101	88.715	833	94.1243	NA	0	1011	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N39-2-D-No|nifH|consensus50|strict_single_dominant	Bradyrhizobium_ottawaense	Bradyrhizobium	nifH|Bradyrhizobium_ottawaense|XZF72199.1	Bradyrhizobium_ottawaense	83.673	833	94.1243	NA	0	830	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	N49-3-D-No|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._Pa8	Bradyrhizobium	nifH|Bradyrhizobium_sp._Pa8|YAD91743.1	Bradyrhizobium_sp._Pa8	92.049	654	73.4007	NA	0	920	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NIWO-1-No|nifH|consensus50|strict_single_dominant	Rhizobium_leguminosarum	Rhizobium	nifH|Rhizobium_leguminosarum|BEJ25671.1	Rhizobium_leguminosarum	90.061	825	92.9054	NA	0	1068	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NIWO-2-Ro|nifH|consensus50|strict_single_dominant	Bradyrhizobium_sp._SPXBL-03	Bradyrhizobium	nifH|Bradyrhizobium_sp._SPXBL-03|XYL85905.1	Bradyrhizobium_sp._SPXBL-03	87.657	559	63.1638	NA	0	662	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-1-1-No|nifH|consensus50|strict_single_dominant	Ensifer_canadensis	Ensifer	nifH|Ensifer_canadensis|UBI79453.1	Ensifer_canadensis	96.829	820	91.7226	NA	0	1369	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-2-1-No|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	95.504	823	92.0582	NA	0	1314	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-2-1-Ro|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.476	823	92.0582	NA	0	1376	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-3-2-No|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.598	823	92.0582	NA	0	1363	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-3-2-Ro|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.233	823	92.0582	NA	0	1347	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-4-1-Ro|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.368	826	92.3937	NA	0	1376	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-5-2-Ro|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	97.878	801	89.5973	NA	0	1386	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-6-3-Ro|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	96.585	820	91.7226	NA	0	1358	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	NOGP-7-2-Rh|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.337	694	77.6286	NA	0	872	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-10-1-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	94.994	819	91.6107	NA	0	1286	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-10-1-Ro|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	94.621	818	91.4989	NA	0	1267	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-11-1-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	96.955	821	91.8345	NA	0	1375	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-11-1-Rh|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	96.977	794	88.8143	NA	0	1334	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-1-1-No|nifH|consensus50|strict_single_dominant	Neorhizobium_alkalisoli	Neorhizobium	nifH|Neorhizobium_alkalisoli|ACF98259.1	Neorhizobium_alkalisoli	96.676	722	99.5862	NA	0	1201	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-12-2-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	96.476	823	92.0582	NA	0	1360	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-12-2-Ro|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	96.833	821	91.8345	NA	0	1369	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-14-1-No|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XHY72514.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	99.493	789	88.255	NA	0	1435	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-15-No|nifH|consensus50|strict_single_dominant	Mesorhizobium_sp._AaZ16	Mesorhizobium	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	95.116	819	91.6107	NA	0	1291	NA
/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/tables/strict_pct60_nifH_best_reference_hit_with_taxon.tsv	nifH	OAES-15-Rh|nifH|consensus50|strict_single_dominant	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifH|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XEM16083.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.299	793	88.7025	NA	0	1081	NA
