tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
HARV-4-1-No|nifH|consensus50|strict_single_dominant	HARV-4-1-No	D01	Apios americana	2/25/25	58	2784	Half	HARV-4	dry	nodule	Fabaceae	HARV	Apios	Phaseoleae	HARV_027	Worcester	MA	yes	42.42934	-72.24935	8/22/24	nodule	Apios	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	87.296	79.7392	0	909
LENO-4-3-No|nifH|consensus50|strict_single_dominant	LENO-4-3-No	D08	Hylodesmum pauciflorum	3/20/25	0	0	Quarter	LENO-4	dry	nodule	Fabaceae	LENO	Desmodium	Desmodieae	LENO_011	Choctaw County	AL	yes	31.825876	-88.182931	6/19/24	nodule	Desmodium	Desmodieae	yes	Bradyrhizobium	Bradyrhizobium_ottawaense	84.356	83.3501	0	854
ORNL-16-No|nifH|consensus50|strict_single_dominant	ORNL-16-No	D07	Amphicarpaea bracteata	2/19/25	0	0	Quarter	ORNL-16	dry	nodule	Fabaceae	ORNL	Amphicarpaea	Phaseoleae	ORNL_032	Anderson	TN	yes	35.944444	-84.325833	7/11/24	nodule	Amphicarpaea	Phaseoleae	yes	Microvirga	Microvirga_lotononidis	88.138	60.8826	0	721
LENO-10-2-No|nifH|consensus50|strict_single_dominant	LENO-10-2-No	D08	Hylodesmum pauciflorum	2/5/25	6.055	290.64	Half	LENO-10	ethanol	nodule	Fabaceae	LENO	Desmodium	Desmodieae	LENO_004	Choctaw County	AL	yes	31.821307	-88.182322	7/2/24	nodule	Desmodium	Desmodieae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	86.558	79.8395	0	876
LENO-1-1-No|nifH|consensus50|strict_single_dominant	LENO-1-1-No	D08	Hylodesmum pauciflorum	1/28/25	0.6315	30.312	Quarter	LENO-1	ethanol	nodule	Fabaceae	LENO	Desmodium	Desmodieae	LENO_064	Choctaw County	AL	yes	31.853996	-88.159961	6/17/24	nodule	Desmodium	Desmodieae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	88.801	63.5908	0	774
LENO-13-2-No|nifH|consensus50|strict_single_dominant	LENO-13-2-No	D08	Amphicarpaea bracteata	2/25/25	2.485	119.28	Quarter	LENO-13	dry	nodule	Fabaceae	LENO	Amphicarpaea	Phaseoleae	LENO_021	Choctaw County	AL	yes	31.834449	-88.170754	7/3/24	nodule	Amphicarpaea	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	86.408	82.6479	0	898
KONZ-2-1-No|nifH|consensus50|strict_single_dominant	KONZ-2-1-No	D06	Hylodesmum glutinosum	8/29/24	19.25	924	Half	KONZ-2	dry	nodule	Fabaceae	KONZ	Desmodium	Desmodieae	KONZ_046	Riley	KS	yes	39.103	-96.56378	20240703	nodule	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_azibense	87.408	82.0461	0	937
SCBI-4-1-Rh|nifH|consensus50|strict_single_dominant	SCBI-4-1-Rh	D02	Amphicarpaea bracteata	4/23/25	0	0	Quarter	SCBI-4	ethanol	rhizosphere	Fabaceae	SCBI	Amphicarpaea	Phaseoleae	SCBI-047	Warren	VA	yes	38.894252	-78.137193	6/26/24	rhizosphere	Amphicarpaea	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._LjNodule214	85.766	83.1494	0	874
N39-2-D-No|nifH|consensus50|strict_single_dominant	N39-2-D-No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bradyrhizobium	Bradyrhizobium_ottawaense	83.673	83.5507	0	830
GUAN-4-No|nifH|consensus50|strict_single_dominant	GUAN-4-No	D04	Centrosema virginiana	2/19/25	0.99	47.52	Quarter	GUAN-4	dry	nodule	Fabaceae	GUAN	Centrosema	Phaseoleae	GUAN_004	Yauco	P.R	yes	17.970412	-66.852691	10/10/24	nodule	Centrosema	Phaseoleae	yes	Microvirga	Microvirga_sp._KLBC_81	86.044	82.6479	0	900
GUAN-8-No|nifH|consensus50|strict_single_dominant	GUAN-8-No	D04	Centrosema virginiana	2/19/25	1.15	55.2	Quarter	GUAN-8	dry	nodule	Fabaceae	GUAN	Centrosema	Phaseoleae	GUAN_049	Guanica	P.R	yes	17.968	-66.864449	10/31/24	nodule	Centrosema	Phaseoleae	yes	Microvirga	Microvirga_sp._KLBC_81	86.457	82.9488	0	913
KONZ-9-2-No|nifH|consensus50|strict_single_dominant	KONZ-9-2-No	D06	Lespedeza violacea	9/25/24	11.1	532.8	Half	KONZ-9	dry	nodule	Fabaceae	KONZ	Lespedeza	Desmodieae	KONZ_024	Riley	KS	yes	39.11091	-96.55235	20240710	nodule	Lespedeza	Desmodieae	yes	Rhizobium	Rhizobium_azibense	88.107	82.6479	0	976
DELA-6-3-No|nifH|consensus50|strict_single_dominant	DELA-6-3-No	D08	Galactia volubilis	4/4/25	1.155	55.44	Quarter	DELA-6	ethanol	nodule	Fabaceae	DELA	Galactia	Diocleae	DELA_027	Green County	AL	yes	32.538206	-87.80996	8/1/24	nodule	Galactia	Diocleae	yes	Bradyrhizobium	Bradyrhizobium_sp._BLXBL-03	85.653	69.9097	0	728
LAJA-3-1-No|nifH|consensus50|strict_single_dominant	LAJA-3-1-No	D04	Albizia sp.	3/26/25	56	2688	Half	LAJA-3	dry	nodule	Fabaceae	LAJA	Albizia	Mimosoideae	LAJA_015	LAJA	P.R	no	18.034464	-67.066822	8/21/24	nodule	Albizia	Mimosoideae	no	Microvirga	Microvirga_lotononidis	85.629	83.7513	0	869
DSNY-44-1-No|nifH|consensus50|strict_single_dominant	DSNY-44-1-No	D03	Sesbania vesicaria	9/18/24	0.0835	4.008	Quarter	DSNY-Sesbania-44	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_002	Polk	Florida	yes	28.0567104	-81.4075136	20240528	nodule	Sesbania	Sesbanieae	yes	Burkholderia	Burkholderia_vietnamiensis	84.93	85.8576	0	907
DSNY-57-No|nifH|consensus50|strict_single_dominant	DSNY-57-No	D03	Sesbania vesicaria	1/28/25	3.61	173.28	Quarter	DSNY-57	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_002	Polk	Florida	yes	28.041792	-81.41152	20240723	nodule	Sesbania	Sesbanieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	91.284	65.5968	0	891
DSNY-90-No|nifH|consensus50|strict_single_dominant	DSNY-90-No	D03	Sesbania herbacea	2/19/25	9.645	462.96	Half	DSNY-90	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_001	Polk	Florida	yes	28.1019698	-81.4240004	20240904	nodule	Sesbania	Sesbanieae	yes	Microvirga	Microvirga_sp._KLBC_81	87.879	62.8887	0	737
LENO-2-1-Ro|nifH|consensus50|strict_single_dominant	LENO-2-1-Ro	D08	Hylodesmum pauciflorum	1/28/25	0	0	Quarter	LENO-2	ethanol	root	Fabaceae	LENO	Desmodium	Desmodieae	LENO_005	Choctaw County	AL	yes	31.828025	-88.181692	6/19/24	root	Desmodium	Desmodieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	88.025	81.2437	0	957
JERC-170-Rh|nifH|consensus50|strict_single_dominant	JERC-170-Rh	D03	Desmodium obtusum	2/27/25	0	0	Quarter	JERC-170	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_019	Baker County	Georgia	yes	NA	NA	20241003	rhizosphere	Desmodium	Desmodieae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	90.379	63.5908	0	832
GUAN-7-1-Ro|nifH|consensus50|strict_single_dominant	GUAN-7-1-Ro	D04	Pictetia aculeata	1/23/25	1.99	95.52	Quarter	GUAN-7	dry	root	Fabaceae	GUAN	Pictetia	Dalbergieae	GUAN_003	Yauco	P.R	yes	17.9732201	-66.861763	10/21/24	root	Pictetia	Dalbergieae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	91.186	62.5878	0	848
TALL-26-3-Rh|nifH|consensus50|strict_single_dominant	TALL-26-3-Rh	D08	Clitoria sp.	3/21/25	0	0	Quarter	TALL-26	dry	rhizosphere	Fabaceae	TALL	Clitoria	Phaseoleae	TALL_001	Hale County	AL	yes	32.97619	-87.43236	8/26/24	rhizosphere	Clitoria	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	87.424	82.1464	0	953
TOOL-5-Rh|nifH|consensus50|strict_single_dominant	TOOL-5-Rh	D18	Dryas octopetala	4/24/25	0	0	Quarter	TOOL-5	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	rhizosphere	Dryas	actinorhizal	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	89.066	81.6449	0	1011
JERC-169-Rh|nifH|consensus50|strict_single_dominant	JERC-169-Rh	D03	Clitoria mariana	2/27/25	0	0	Quarter	JERC-169	dry	rhizosphere	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_019	Baker County	Georgia	yes	NA	NA	20241003	rhizosphere	Clitoria	Phaseoleae	yes	Microvirga	Microvirga_lotononidis	87.927	82.2467	0	965
DELA-8-2-Rh|nifH|consensus50|strict_single_dominant	DELA-8-2-Rh	D08	Hylodesmum pauciflorum	2/19/25	0	0	Quarter	DELA-8	dry	rhizosphere	Fabaceae	DELA	Desmodium	Desmodieae	DELA_016	Green County	AL	yes	32.535793	-87.808361	8/13/24	rhizosphere	Desmodium	Desmodieae	yes	Microvirga	Microvirga_sp._RSM25	88.109	70.01	0	839
OSBS-81-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-81-1-Rh	D03	Chamaecrista nictitans	1/28/25	0	0	Quarter	OSBS-81	dry	rhizosphere	Fabaceae	OSBS	Chamaecrista	Cassieae	OSBS_004	Putnam	FL	yes	NA	NA	20240822	rhizosphere	Chamaecrista	Cassieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.108	83.2497	0	939
TALL-13-3-Ro|nifH|consensus50|strict_single_dominant	TALL-13-3-Ro	D08	Robinia pseudoacacia	3/28/25	0.056	2.688	Quarter	TALL-13	dry	root	Fabaceae	TALL	Robinia	Robinieae	TALL_001	Hale County	AL	yes	32.975212	-87.436315	8/22/24	root	Robinia	Robinieae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	87.956	82.4473	0	972
CLBJ-28-3-Rh|nifH|consensus50|strict_single_dominant	CLBJ-28-3-Rh	D11	Dalea tenuis	9/18/24	0	0	Quarter	CLBJ-28	ethanol	rhizosphere	Fabaceae	CLBJ	Dalea	Amorpheae	CLBJ_037_R	Wise	TX	yes	33.322109	-97.58278	6/5/24	rhizosphere	Dalea	Amorpheae	yes	Microvirga	Microvirga_lotononidis	87.47	82.4473	0	948
DEJU-8-1-Rh|nifH|consensus50|strict_single_dominant	DEJU-8-1-Rh	D19	Alnus viridis	3/6/25	0	0	Quarter	DEJU-8	ethanol	rhizosphere	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_047	NA	Alaska	yes	NA	NA	NA	rhizosphere	Alnus	actinorhizal	yes	Microvirga	Microvirga_sp._KLBC_81	85.135	81.6449	0	874
JERC-160-Ro|nifH|consensus50|strict_single_dominant	JERC-160-Ro	D03	Desmodium cuspidatum	2/27/25	0	0	Quarter	JERC-160	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_019	Baker County	Georgia	yes	NA	NA	20241003	root	Desmodium	Desmodieae	yes	Neorhizobium	Neorhizobium_alkalisoli	90.947	72.016	0	965
OSBS-68-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-68-1-Rh	D03	Crotalaria rotundifolia	2/26/25	0	0	Quarter	OSBS-68	dry	rhizosphere	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_008	Putnam	FL	yes	NA	NA	20240723	rhizosphere	Crotalaria	Crotalarieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.124	83.3501	0	970
DSNY-83-1-Rh|nifH|consensus50|strict_single_dominant	DSNY-83-1-Rh	D03	Alysicarpus vaginalis	3/6/25	0	0	Quarter	DSNY-83	dry	rhizosphere	Fabaceae	DSNY	Alysicarpus	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	rhizosphere	Alysicarpus	Desmodieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.59	83.2497	0	961
GUAN-5-Rh|nifH|consensus50|strict_single_dominant	GUAN-5-Rh	D04	Coursetia caribaea	2/19/25	0	0	Quarter	GUAN-5	dry	rhizosphere	Fabaceae	GUAN	Coursetia	Robinieae	GUAN_006	Guanica	P.R	yes	17.9641111	-66.8757016	10/14/24	rhizosphere	Coursetia	Robinieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.952	83.2497	0	977
OSBS-37-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-37-1-Rh	D03	Chapmannia floridana	2/26/25	0	0	Quarter	OSBS-37	NA	rhizosphere	Fabaceae	OSBS	Chapmannia	Dalbergieae	OSBS_029	Putnam	FL	yes	NA	NA	20240617	rhizosphere	Chapmannia	Dalbergieae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	88.029	82.9488	0	976
JERC-155-Rh|nifH|consensus50|strict_single_dominant	JERC-155-Rh	D03	Rhynchosia to?	2/27/25	0	0	Quarter	JERC-155	dry	rhizosphere	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	rhizosphere	Rhynchosia	Phaseoleae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.981	83.4504	0	977
OSBS-66-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-66-1-Rh	D03	Chamaecrista nictitans	3/6/25	0	0	Quarter	OSBS-66	dry	rhizosphere	Fabaceae	OSBS	Chamaecrista	Cassieae	OSBS_008	Putnam	FL	yes	NA	NA	20240723	rhizosphere	Chamaecrista	Cassieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	89.157	83.2497	0	1033
GUAN-2-Rh|nifH|consensus50|strict_single_dominant	GUAN-2-Rh	D04	Leucaena leucocephala	2/19/25	0	0	Quarter	GUAN-2	dry	rhizosphere	Fabaceae	GUAN	Leucaena	Mimosoideae	GUAN_004	Yauco	P.R	no	17.964444	-66.8513611	10/10/24	rhizosphere	Leucaena	Mimosoideae	no	Microvirga	Microvirga_lotononidis	87.912	82.1464	0	965
N38-2-D-Rh|nifH|consensus50|strict_single_dominant	N38-2-D-Rh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Microvirga	Microvirga_lotononidis	87.439	82.2467	0	963
CLBJ-7-1-No|nifH|consensus50|strict_single_dominant	CLBJ-7-1-No	D11	Neptunia lutea	6/13/24	0	0	Quarter	CLBJ-7	ethanol	nodule	Fabaceae	CLBJ	Neptunia	Mimosoideae	CLBJ_001_T	Wise	TX	yes	33.39787	-97.568339	4/30/24	nodule	Neptunia	Mimosoideae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	91.209	82.1464	0	1114
JERC-88-1-Rh|nifH|consensus50|strict_single_dominant	JERC-88-1-Rh	D03	Crotalaria juncea	5/14/25	0	0	Quarter	JERC-88	dry	rhizosphere	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_30R	Baker County	Georgia	no	31.18591667	-84.47521667	20240625	rhizosphere	Crotalaria	Crotalarieae	no	Mesorhizobium	Mesorhizobium_sp._AaZ16	90.459	83.0491	0	1092
OSBS-20-1-Ro|nifH|consensus50|strict_single_dominant	OSBS-20-1-Ro	D03	Rhynchosia cinerea	8/19/24	0.0725	3.48	Quarter	OSBS-RHCI-20	dry	root	Fabaceae	OSBS	Rhynchosia	Phaseoleae	OSBS_063	Putnam	FL	yes	NA	NA	20240521	root	Rhynchosia	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	90.598	82.1464	0	1086
ORNL-12-1-Ro|nifH|consensus50|strict_single_dominant	ORNL-12-1-Ro	D07	Lespedeza cuneata	2/25/24	0	0	Quarter	ORNL-12	dry	root	Fabaceae	ORNL	Lespedeza	Desmodieae	ORNL_047	Anderson	TN	no	35.9525	-84.219722	7/11/24	root	Lespedeza	Desmodieae	no	Mesorhizobium	Mesorhizobium_sp._AaZ16	88.523	82.1464	0	992
DELA-12-2-Rh|nifH|consensus50|strict_single_dominant	DELA-12-2-Rh	D08	Centrosema virginiana	4/4/25	0	0	Quarter	DELA-12	dry	rhizosphere	Fabaceae	DELA	Centrosema	Phaseoleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	rhizosphere	Centrosema	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	93.705	70.1103	0	1048
OAES-37-2-Rh|nifH|consensus50|strict_single_dominant	OAES-37-2-Rh	D11	Dalea purpurea	5/14/25	0	0	Quarter	OAES-37	ethanol	rhizosphere	Fabaceae	OAES	Dalea	Amorpheae	OAES_003_R	Washita	OK	yes	35.41178	-99.06994	8/23/24	rhizosphere	Dalea	Amorpheae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	89.307	82.5476	0	1046
OSBS-28-1-No|nifH|consensus50|strict_single_dominant	OSBS-28-1-No	D03	Galactia sp.	3/26/25	0.073	3.504	Quarter	OSBS-28	dry	nodule	Fabaceae	OSBS	Galactia	Diocleae	OSBS_031	Putnam	FL	yes	NA	NA	20240611	nodule	Galactia	Diocleae	yes	Microvirga	Microvirga_sp._KLBC_81	88.686	82.4473	0	1003
CLBJ-36-1-No|nifH|consensus50|strict_single_dominant	CLBJ-36-1-No	D11	Trifolium arvense	3/6/25	0	0	Quarter	CLBJ-36	ethanol	nodule	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	nodule	Trifolium	Trifolieae	no	Microvirga	Microvirga_lotononidis	89.068	62.3872	0	771
DSNY-90-Rh|nifH|consensus50|strict_single_dominant	DSNY-90-Rh	D03	Sesbania herbacea	2/19/25	0	0	Quarter	DSNY-90	dry	rhizosphere	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_001	Polk	Florida	yes	28.1019698	-81.4240004	20240904	rhizosphere	Sesbania	Sesbanieae	yes	Microvirga	Microvirga_lotononidis	89.263	62.5878	0	782
LAJA-4-1-Rh|nifH|consensus50|strict_single_dominant	LAJA-4-1-Rh	D04	Desmanthus virgatus	3/26/25	0	0	Quarter	LAJA-4	dry	rhizosphere	Fabaceae	LAJA	Desmanthus	Mimosoideae	LAJA_015	LAJA	P.R	yes	18.034464	-67.066822	9/27/24	rhizosphere	Desmanthus	Mimosoideae	yes	Microvirga	Microvirga_lotononidis	84.204	82.5476	0	845
GUAN-3-No|nifH|consensus50|strict_single_dominant	GUAN-3-No	D04	Pictetia aculeata	2/19/25	0	0	Quarter	GUAN-3	dry	nodule	Fabaceae	GUAN	Pictetia	Dalbergieae	GUAN_004	Yauco	P.R	yes	17.969445	-66.851404	10/10/24	nodule	Pictetia	Dalbergieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	85.525	83.1494	0	909
JERC-203-1-Rh|nifH|consensus50|strict_single_dominant	JERC-203-1-Rh	D03	Desmodium viridiflorum	4/3/25	0	0	Quarter	JERC-203	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_004	Baker County	Georgia	yes	NA	NA	20241029	rhizosphere	Desmodium	Desmodieae	yes	Burkholderia	Burkholderia_vietnamiensis	86.108	83.7513	0	917
N38-2-D-No|nifH|consensus50|strict_single_dominant	N38-2-D-No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bradyrhizobium	Bradyrhizobium_sp._PUT101	87.139	83.4504	0	1003
N38-2-D-Ro|nifH|consensus50|strict_single_dominant	N38-2-D-Ro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bradyrhizobium	Bradyrhizobium_sp._PUT101	88.715	83.5507	0	1011
LENO-1-1-Rh|nifH|consensus50|strict_single_dominant	LENO-1-1-Rh	D08	Hylodesmum pauciflorum	1/28/25	0	0	Quarter	LENO-1	ethanol	rhizosphere	Fabaceae	LENO	Desmodium	Desmodieae	LENO_064	Choctaw County	AL	yes	31.853996	-88.159961	6/17/24	rhizosphere	Desmodium	Desmodieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	90.549	65.7974	0	867
OSBS-21-2-No|nifH|consensus50|strict_single_dominant	OSBS-21-2-No	D03	Crotalaria maritima	8/19/24	0.082	3.936	Quarter	OSBS-CRMA-21	dry	nodule	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_004	Putnam	FL	yes	NA	NA	20240521	nodule	Crotalaria	Crotalarieae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	87.956	82.4473	0	972
DELA-2-2-No|nifH|consensus50|strict_single_dominant	DELA-2-2-No	D08	Lespedeza cuneata	2/26/25	0	0	Quarter	DELA-2	dry	nodule	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_008	Green County	AL	no	32.539186	-87.81292	7/24/24	nodule	Lespedeza	Desmodieae	no	Mesorhizobium	Mesorhizobium_sp._AaZ16	90.369	62.4875	0	819
JERC-127-2-Ro|nifH|consensus50|strict_single_dominant	JERC-127-2-Ro	D03	Desmodium obtusum	2/26/25	0	0	Quarter	JERC-127	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_002	Baker County	Georgia	yes	31.1940087	-84.4604029	20240730	root	Desmodium	Desmodieae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	89.442	82.6479	0	1037
JERC-177-Ro|nifH|consensus50|strict_single_dominant	JERC-177-Ro	D03	Desmodium floridanum	2/26/25	0	0	Quarter	JERC-177	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_050	Baker County	Georgia	yes	NA	NA	20241028	root	Desmodium	Desmodieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	88.582	83.4504	0	1005
OAES-35-1-Rh|nifH|consensus50|strict_single_dominant	OAES-35-1-Rh	D11	Amorpha fruticosa	3/6/25	0	0	Quarter	OAES-35	ethanol	rhizosphere	Fabaceae	OAES	Amorpha	Amorpheae	OAES_011_R	Washita	OK	yes	35.40049	-99.06592	8/21/24	rhizosphere	Amorpha	Amorpheae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	86.883	83.3501	0	965
JERC-172-2-Rh|nifH|consensus50|strict_single_dominant	JERC-172-2-Rh	D03	Desmodium paniculatum	2/26/25	0	0	Quarter	JERC-172	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_019	Baker County	Georgia	yes	NA	NA	20241003	rhizosphere	Desmodium	Desmodieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	88.327	83.3501	0	994
JERC-155-No|nifH|consensus50|strict_single_dominant	JERC-155-No	D03	Rhynchosia to?	2/27/25	0	0	Quarter	JERC-155	dry	nodule	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	nodule	Rhynchosia	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	88.443	82.4473	0	992
JERC-99-1-Rh|nifH|consensus50|strict_single_dominant	JERC-99-1-Rh	D03	Lespedeza bicolor	2/24/25	0	0	Quarter	JERC-99	dry	rhizosphere	Fabaceae	JERC	Lespedeza	Desmodieae	JERC_034	Baker County	Georgia	no	31.2725	-84.58055556	20240625	rhizosphere	Lespedeza	Desmodieae	no	Mesorhizobium	Mesorhizobium_sp._AaZ16	86.447	82.1464	0	944
OSBS-58-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-58-1-Rh	D03	Stylosanthes biflora	2/26/25	0	0	Quarter	OSBS-58	dry	rhizosphere	Fabaceae	OSBS	Stylosanthes	Dalbergieae	OSBS_063	Putnam	FL	yes	NA	NA	20240618	rhizosphere	Stylosanthes	Dalbergieae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	85.592	82.1464	0	894
JERC-161-Rh|nifH|consensus50|strict_single_dominant	JERC-161-Rh	D03	Rhynchosia tomentosa	2/27/25	0	0	Quarter	JERC-161	dry	rhizosphere	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_019	Baker County	Georgia	yes	NA	NA	20241003	rhizosphere	Rhynchosia	Phaseoleae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	86.253	82.4473	0	935
TALL-49-1-Rh|nifH|consensus50|strict_single_dominant	TALL-49-1-Rh	D08	Desmodium laevigatum	3/20/25	0	0	Quarter	TALL-49	dry	rhizosphere	Fabaceae	TALL	Desmodium	Desmodieae	TALL_007	Bibb County	AL	yes	32.974713	-87.47111	8/27/24	rhizosphere	Desmodium	Desmodieae	yes	Mesorhizobium	Mesorhizobium_sp._AaZ16	89.001	69.3079	0	856
DSNY-28-1-Ro|nifH|consensus50|strict_single_dominant	DSNY-28-1-Ro	D03	Morella cerifera cf sp.	9/18/24	0.1225	5.88	Quarter	DSNY-MOCE-28	dry	root	Myricaceae	DSNY	Morella	actinorhizal	DSNY_001	Osceola	Florida	yes	NA	NA	20240402	root	Morella	actinorhizal	yes	Microvirga	Microvirga_lotononidis	88.321	82.4473	0	987
OSBS-71-1-Rh|nifH|consensus50|strict_single_dominant	OSBS-71-1-Rh	D03	Rhynchosia reniformis	1/28/25	0	0	Quarter	OSBS-71	dry	rhizosphere	Fabaceae	OSBS	Rhynchosia	Phaseoleae	OSBS_006	Putnam	FL	yes	NA	NA	20240822	rhizosphere	Rhynchosia	Phaseoleae	yes	Microvirga	Microvirga_lotononidis	87.179	82.1464	0	952
DSNY-57-1-Rh|nifH|consensus50|strict_single_dominant	DSNY-57-1-Rh	D03	Sesbania vesicaria	1/28/25	0	0	Quarter	DSNY-57	dry	rhizosphere	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_002	Polk	Florida	yes	28.041792	-81.41152	20240723	rhizosphere	Sesbania	Sesbanieae	yes	Mesorhizobium	Mesorhizobium_sp._WSM4083	88.62	82.8485	0	1003
OSBS-82-1-Ro|nifH|consensus50|strict_single_dominant	OSBS-82-1-Ro	D03	Stylosanthes biflora	2/13/25	NA	0	Quarter	OSBS-82	dry	root	Fabaceae	OSBS	Stylosanthes	Dalbergieae	OSBS_004	Putnam	FL	yes	NA	NA	20240822	root	Stylosanthes	Dalbergieae	yes	Bradyrhizobium	Bradyrhizobium_sp._PUT101	88.902	83.1494	0	1022
DSNY-30-1-No|nifH|consensus50|strict_single_dominant	DSNY-30-1-No	D03	Crotalaria maritima	9/18/24	0	0	Quarter	DSNY-CRMA-30	dry	nodule	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_001	Osceola	Florida	yes	NA	NA	20240402	nodule	Crotalaria	Crotalarieae	yes	Microvirga	Microvirga_lotononidis	87.546	82.1464	0	948
