tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	clean_sample_id_from_blast	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
YELL-10-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-10-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	88.975	1297	84.6606	0	1714	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	YELL-10-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-10-1-Ro	D12	Astragalus sp.	4/1/25	23.7	1137.6	Half	YELL-10	ethanol	root	Fabaceae	YELL	Astragalus	Galegeae	YELL_050	Park County	WY	yes	NA	NA	9/24/24	root	Astragalus	Galegeae	yes
TOOL-33-1-Ro|nifD|consensus50|pass_single_dominant	TOOL-33-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	89.66	1296	84.5953	0	1700	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	TOOL-33-1-Ro|nifD|consensus50|pass_single_dominant	TOOL-33-1-Ro	D18	Dryas octopetala	5/23/25	1.735	83.28	Quarter	TOOL-33	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_011	North Slope Borough	Alaska	yes	68.62774	-149.58777	20240711	root	Dryas	actinorhizal	yes
TOOL-11-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-11-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	89.008	1310	85.5091	0	1700	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	TOOL-11-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-11-Ro	D18	Astragalus umbellatus	5/2/25	0	0	Quarter	TOOL-11	ethanol	root	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	root	Astragalus	Galegeae	yes
TOOL-35-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-35-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	89.838	1299	84.7911	0	1755	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	TOOL-35-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-35-1-No	D18	Dryas octopetala	5/23/25	6.805	326.64	Half	TOOL-35	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_011	North Slope Borough	Alaska	yes	68.62774	-149.58777	20240711	nodule	Dryas	actinorhizal	yes
OSBS-99-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-99-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	89.892	1296	84.5953	0	1760	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	OSBS-99-No|nifD|consensus50|pass_mixed_possible_multitemplate	OSBS-99-No	D03	Tephrosia chrysophylla	4/17/25	5.335	256.08	Half	OSBS-99	dry	nodule	Fabaceae	OSBS	Tephrosia	Millettieae	OSBS_007	Putnam	Fl	yes	NA	NA	20240919	nodule	Tephrosia	Millettieae	yes
RMNP-5-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	RMNP-5-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._RSM25	Microvirga	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	87.424	1312	85.6397	0	1664	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	RMNP-5-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	RMNP-5-1-No	D10	Ceanothus velutinus	4/24/25	22.65	1087.2	Half	RMNP-5	dry	nodule	Rhamnaceae	RMNP	Ceanothus	actinorhizal	RMNP_016	Boulder	CO	yes	NA	NA	6/12/24	nodule	Ceanothus	actinorhizal	yes
TOOL-12-Ro|nifD|consensus50|pass_single_dominant	TOOL-12-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	89.092	1311	85.5744	0	1677	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-12-Ro|nifD|consensus50|pass_single_dominant	TOOL-12-Ro	D18	Astragalus umbellatus	5/2/25	0.116	5.568	Quarter	TOOL-12	ethanol	root	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	root	Astragalus	Galegeae	yes
TOOL-8-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-8-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	86.443	1313	85.705	0	1589	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-8-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-8-Ro	D18	Astragalus umbellatus	4/24/25	0.4995	23.976	Quarter	TOOL-8	ethanol	root	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	root	Astragalus	Galegeae	yes
TOOL-27-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-27-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	87.023	1310	85.5091	0	1611	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-27-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-27-2-Ro	D18	Oxytropis campestris	5/23/25	3.205	153.84	Quarter	TOOL-27	ethanol	root	Fabaceae	TOOL	Oxytropis	Galegeae	TOOL_020	North Slope Borough	Alaska	yes	68.63757	-149.64717	20240710	root	Oxytropis	Galegeae	yes
TOOL-10-No|nifD|consensus50|pass_single_dominant	TOOL-10-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.533	1311	85.5744	0	1808	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-10-No|nifD|consensus50|pass_single_dominant	TOOL-10-No	D18	Astragalus umbellatus	5/2/25	27.2	1305.6	Half	TOOL-10	ethanol	nodule	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	nodule	Astragalus	Galegeae	yes
TOOL-8-No|nifD|consensus50|pass_single_dominant	TOOL-8-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.756	1310	85.5091	0	1821	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-8-No|nifD|consensus50|pass_single_dominant	TOOL-8-No	D18	Astragalus umbellatus	4/24/25	0.2145	10.296	Quarter	TOOL-8	ethanol	nodule	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	nodule	Astragalus	Galegeae	yes
TOOL-9-No|nifD|consensus50|pass_single_dominant	TOOL-9-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.457	1311	85.5744	0	1803	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-9-No|nifD|consensus50|pass_single_dominant	TOOL-9-No	D18	Astragalus umbellatus	5/2/25	25.35	1216.8	Half	TOOL-9	ethanol	nodule	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	nodule	Astragalus	Galegeae	yes
TOOL-10-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-10-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	89.808	1305	85.1828	0	1733	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-10-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-10-Rh	D18	Astragalus umbellatus	5/2/25	0	0	Quarter	TOOL-10	ethanol	rhizosphere	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	rhizosphere	Astragalus	Galegeae	yes
TOOL-9-Ro|nifD|consensus50|pass_single_dominant	TOOL-9-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	92.528	803	52.4151	0	1151	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-9-Ro|nifD|consensus50|pass_single_dominant	TOOL-9-Ro	D18	Astragalus umbellatus	5/2/25	0.254	12.192	Quarter	TOOL-9	ethanol	root	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	root	Astragalus	Galegeae	yes
TOOL-14-No|nifD|consensus50|pass_single_dominant	TOOL-14-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	90.407	1303	85.0522	0	1746	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-14-No|nifD|consensus50|pass_single_dominant	TOOL-14-No	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-14	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	nodule	Dryas	actinorhizal	yes
TOOL-14-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-14-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	92.174	805	52.5457	0	1142	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-14-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-14-Rh	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-14	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	rhizosphere	Dryas	actinorhizal	yes
TOOL-16-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-16-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	89.241	1292	84.3342	0	1679	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-16-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-16-No	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-16	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	nodule	Dryas	actinorhizal	yes
TOOL-27-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-27-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	90.337	1304	85.1175	0	1753	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-27-2-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-27-2-Rh	D18	Oxytropis campestris	5/23/25	0	0	Quarter	TOOL-27	ethanol	rhizosphere	Fabaceae	TOOL	Oxytropis	Galegeae	TOOL_020	North Slope Borough	Alaska	yes	68.63757	-149.64717	20240710	rhizosphere	Oxytropis	Galegeae	yes
TOOL-11-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-11-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.311	1312	85.6397	0	1814	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-11-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-11-No	D18	Astragalus umbellatus	5/2/25	17.2	825.6	Half	TOOL-11	ethanol	nodule	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	nodule	Astragalus	Galegeae	yes
TOOL-12-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-12-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.228	1311	85.5744	0	1807	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-12-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-12-No	D18	Astragalus umbellatus	5/2/25	0.147	7.056	Quarter	TOOL-12	ethanol	nodule	Fabaceae	TOOL	Astragalus	Galegeae	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	nodule	Astragalus	Galegeae	yes
TOOL-15-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-15-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.154	1300	84.8564	0	1788	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-15-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-15-No	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-15	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	nodule	Dryas	actinorhizal	yes
TOOL-24-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-24-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	90.701	1312	85.6397	0	1775	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-24-No|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-24-No	D18	Oxytropis campestris	5/14/25	32.05	1538.4	Half	TOOL-24	ethanol	nodule	Fabaceae	TOOL	Oxytropis	Galegeae	TOOL_020	North Slope Borough	Alaska	yes	68.63757	-149.64717	20240710	nodule	Oxytropis	Galegeae	yes
TOOL-26-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-26-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	88.983	1298	84.7258	0	1700	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-26-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-26-Rh	D18	Oxytropis campestris	5/23/25	1.085	52.08	Quarter	TOOL-26	ethanol	rhizosphere	Fabaceae	TOOL	Oxytropis	Galegeae	TOOL_020	North Slope Borough	Alaska	yes	68.63757	-149.64717	20240710	rhizosphere	Oxytropis	Galegeae	yes
TOOL-21-No|nifD|consensus50|pass_single_dominant	TOOL-21-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.147	1299	84.7911	0	1781	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-21-No|nifD|consensus50|pass_single_dominant	TOOL-21-No	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-21	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_003	North Slope Borough	Alaska	yes	NA	NA	20240710	nodule	Dryas	actinorhizal	yes
TOOL-17-Rh|nifD|consensus50|pass_single_dominant	TOOL-17-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.304	1311	85.5744	0	1803	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-17-Rh|nifD|consensus50|pass_single_dominant	TOOL-17-Rh	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-17	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	rhizosphere	Dryas	actinorhizal	yes
TOOL-22-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-22-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	90.32	1312	85.6397	0	1762	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-22-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-22-Rh	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-22	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_003	North Slope Borough	Alaska	yes	NA	NA	20240710	rhizosphere	Dryas	actinorhizal	yes
TOOL-18-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-18-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	91.013	1313	85.705	0	1788	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-18-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-18-Rh	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-18	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_003	North Slope Borough	Alaska	yes	NA	NA	20240710	rhizosphere	Dryas	actinorhizal	yes
