tip_label	sample_id	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	closest_blast_genus	closest_blast_taxon	percent_identity	query_coverage_percent	evalue	bitscore
DSNY-83-3-Ro|nodX|consensus50|pass_single_dominant	DSNY-83-3-Ro	D03	Alysicarpus vaginalis	3/6/25	0	0	Quarter	DSNY-83	dry	root	Fabaceae	DSNY	Alysicarpus	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	root	Alysicarpus	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
KONZ-9-2-No|nodX|consensus50|pass_single_dominant	KONZ-9-2-No	D06	Lespedeza violacea	9/25/24	11.1	532.8	Half	KONZ-9	dry	nodule	Fabaceae	KONZ	Lespedeza	Desmodieae	KONZ_024	Riley	KS	yes	39.11091	-96.55235	20240710	nodule	Lespedeza	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
ORNL-9-1-No|nodX|consensus50|pass_single_dominant	ORNL-9-1-No	D07	Lespedeza cuneata	3/6/25	0	0	Quarter	ORNL-9	dry	nodule	Fabaceae	ORNL	Lespedeza	Desmodieae	ORNL_046	Anderson	TN	no	35.964444	-84.285833	7/9/24	nodule	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
ORNL-9-1-Rh|nodX|consensus50|pass_single_dominant	ORNL-9-1-Rh	D07	Lespedeza cuneata	3/6/25	30.55	1466.4	Half	ORNL-9	dry	rhizosphere	Fabaceae	ORNL	Lespedeza	Desmodieae	ORNL_046	Anderson	TN	no	35.964444	-84.285833	7/9/24	rhizosphere	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
OAES-35-1-Rh|nodX|consensus50|pass_single_dominant	OAES-35-1-Rh	D11	Amorpha fruticosa	3/6/25	0	0	Quarter	OAES-35	ethanol	rhizosphere	Fabaceae	OAES	Amorpha	Amorpheae	OAES_011_R	Washita	OK	yes	35.40049	-99.06592	8/21/24	rhizosphere	Amorpha	Amorpheae	yes	Rhizobium	Rhizobium_aethiopicum	98.457	98.3051	0	1941
OSBS-45-1-Rh|nodX|consensus50|pass_single_dominant	OSBS-45-1-Rh	D03	Crotalaria maritima	3/6/25	0	0	Quarter	OSBS-45	dry	rhizosphere	Fabaceae	OSBS	Crotalaria	Crotalarieae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	rhizosphere	Crotalaria	Crotalarieae	yes	Rhizobium	Rhizobium_aethiopicum	98.365	98.2159	0	1934
CLBJ-38-1-No|nodX|consensus50|pass_single_dominant	CLBJ-38-1-No	D11	Desmodium sessifolium	3/6/25	0	0	Quarter	CLBJ-38	ethanol	nodule	Fabaceae	CLBJ	Desmodium	Desmodieae	CLBJ_032_R	Wise	TX	yes	33.406134	-97.593996	6/18/24	nodule	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
BONA-3-1-Rh|nodX|consensus50|pass_single_dominant	BONA-3-1-Rh	D19	Alnus viridis	3/3/25	0	0	Quarter	BONA-3	ethanol	rhizosphere	Betulaceae	BONA	Alnus	actinorhizal	BONA_072	NA	Alaska	yes	65.15685	-147.50303	20240829	rhizosphere	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
OSBS-44-1-Ro|nodX|consensus50|pass_single_dominant	OSBS-44-1-Ro	D03	Pediomelum canescens	3/6/25	0.0525	2.52	Quarter	OSBS-44	dry	root	Fabaceae	OSBS	Pediomelum	Psoraleeae	OSBS_026	Putnam	FL	yes	NA	NA	20240617	root	Pediomelum	Psoraleeae	yes	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
CLBJ-38-1-Rh|nodX|consensus50|pass_single_dominant	CLBJ-38-1-Rh	D11	Desmodium sessifolium	3/6/25	0	0	Quarter	CLBJ-38	ethanol	rhizosphere	Fabaceae	CLBJ	Desmodium	Desmodieae	CLBJ_032_R	Wise	TX	yes	33.406134	-97.593996	6/18/24	rhizosphere	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
YELL-2-2-No|nodX|consensus50|pass_single_dominant	YELL-2-2-No	D12	Lupinus sericieus	3/6/25	1.28	61.44	Quarter	YELL-2	ethanol	nodule	Fabaceae	YELL	Lupinus	Genisteae	YELL_019	Park County	WY	yes	NA	NA	7/11/24	nodule	Lupinus	Genisteae	yes	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
CLBJ-37-1-No|nodX|consensus50|pass_single_dominant	CLBJ-37-1-No	D11	Trifolium vessiculosum	3/6/25	0	0	Quarter	CLBJ-37	ethanol	nodule	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	nodule	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
JERC-121-Rh|nodX|consensus50|pass_single_dominant	JERC-121-Rh	D03	Desmodium paniculatum	2/25/25	0	0	Quarter	JERC-121	dry	rhizosphere	Fabaceae	JERC	Desmodium	Desmodieae	JERC_003	Baker County	Georgia	yes	31.19626	-84.473484	20240730	rhizosphere	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
ORNL-4-1-No|nodX|consensus50|pass_single_dominant	ORNL-4-1-No	D07	Trifolium pratense	2/17/25	17.6	844.8	Half	ORNL-4	dry	nodule	Fabaceae	ORNL	Trifolium	Trifolieae	ORNL_021	Anderson	TN	no	35.955556	-84.221111	5/15/24	nodule	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.46	98.4835	0	1945
TALL-55-1-Ro|nodX|consensus50|pass_single_dominant	TALL-55-1-Ro	D08	Desmodium paniculatum	3/20/25	1.305	62.64	Quarter	TALL-55	dry	root	Fabaceae	TALL	Desmodium	Desmodieae	TALL_q033	Bibb County	AL	yes	32.973539	-87.409071	8/27/24	root	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_aethiopicum	98.459	98.3943	0	1943
CLBJ-37-1-Ro|nodX|consensus50|pass_mixed_possible_multitemplate	CLBJ-37-1-Ro	D11	Trifolium vessiculosum	3/6/25	0.092	4.416	Quarter	CLBJ-37	ethanol	root	Fabaceae	CLBJ	Trifolium	Trifolieae	CLBJ_032_R	Wise	TX	no	33.406134	-97.593996	6/13/24	root	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	96.92	98.4835	0	1897
ORNL-4-1-Rh|nodX|consensus50|pass_single_dominant	ORNL-4-1-Rh	D07	Trifolium pratense	2/17/25	30.45	1461.6	Half	ORNL-4	dry	rhizosphere	Fabaceae	ORNL	Trifolium	Trifolieae	ORNL_021	Anderson	TN	no	35.955556	-84.221111	5/15/24	rhizosphere	Trifolium	Trifolieae	no	Rhizobium	Rhizobium_aethiopicum	98.35	91.8822	0	1814
CLBJ-1-1-No|nodX|consensus50|pass_single_dominant	CLBJ-1-1-No	D11	Vicia sativa	7/9/24	48.65	2335.2	Half	CLBJ-1	dry	nodule	Fabaceae	CLBJ	Vicia	Fabeae	CLBJ_001_T	Wise	TX	no	33.23888	-97.34109	3/20/24	nodule	Vicia	Fabeae	no	Rhizobium	Rhizobium_ruizarguesonis	99.819	98.4835	0	2028
CLBJ-1-1-Ro|nodX|consensus50|pass_single_dominant	CLBJ-1-1-Ro	D11	Vicia sativa	7/9/24	1.305	62.64	Quarter	CLBJ-1	dry	root	Fabaceae	CLBJ	Vicia	Fabeae	CLBJ_001_T	Wise	TX	no	33.23888	-97.34109	3/20/24	root	Vicia	Fabeae	no	Rhizobium	Rhizobium_ruizarguesonis	99.817	97.6806	0	2012
DELA-15-1-No|nodX|consensus50|pass_single_dominant	DELA-15-1-No	D08	Lespedeza cuneata	3/3/25	0	0	Quarter	DELA-15	dry	nodule	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_008	Green County	AL	no	32.53861	-87.81298	8/14/24	nodule	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_ruizarguesonis	99.299	89.1169	0	1814
DELA-18-2-Ro|nodX|consensus50|pass_single_dominant	DELA-18-2-Ro	D08	Galactia volubilis	3/3/25	0.4565	21.912	Quarter	DELA-18	dry	root	Fabaceae	DELA	Galactia	Diocleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	root	Galactia	Diocleae	yes	Rhizobium	Rhizobium_ruizarguesonis	97.872	79.661	0	1570
DELA-20-1-Ro|nodX|consensus50|pass_single_dominant	DELA-20-1-Ro	D08	Galactia volubilis	3/3/25	0	0	Quarter	DELA-20	NA	root	Fabaceae	DELA	Galactia	Diocleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	root	Galactia	Diocleae	yes	Rhizobium	Rhizobium_ruizarguesonis	98.802	66.9938	0	1343
DELA-15-1-Ro|nodX|consensus50|pass_single_dominant	DELA-15-1-Ro	D08	Lespedeza cuneata	3/3/25	0	0	Quarter	DELA-15	dry	root	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_008	Green County	AL	no	32.53861	-87.81298	8/14/24	root	Lespedeza	Desmodieae	no	Rhizobium	Rhizobium_ruizarguesonis	99.458	49.331	0	1007
DSNY-75-1-Ro|nodX|consensus50|pass_single_dominant	DSNY-75-1-Ro	D03	Chamaecrista nictitans	3/3/25	0	0	Quarter	DSNY-75	dry	root	Fabaceae	DSNY	Chamaecrista	Cassieae	DSNY_010	Polk	Florida	yes	28.1137669	-81.4352667	20240904	root	Chamaecrista	Cassieae	yes	Rhizobium	Rhizobium_ruizarguesonis	97.14	96.6994	0	1879
DELA-20-1-No|nodX|consensus50|pass_single_dominant	DELA-20-1-No	D08	Galactia volubilis	3/3/25	0	0	Quarter	DELA-20	NA	nodule	Fabaceae	DELA	Galactia	Diocleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	nodule	Galactia	Diocleae	yes	Rhizobium	Rhizobium_ruizarguesonis	97.775	84.2105	0	1661
DCFS-1-2-No|nodX|consensus50|pass_single_dominant	DCFS-1-2-No	D09	Astragalus flexuosus	5/23/25	0	0	Quarter	DCFS-1	dry	nodule	Fabaceae	DCFS	Astragalus	Galegeae	DCFS_006	Stutsman	ND	yes	47.17336	99.05106	6/6/24	nodule	Astragalus	Galegeae	yes	Rhizobium	Rhizobium_ruizarguesonis	95.932	94.2908	0	1716
TALL-48-2-No|nodX|consensus50|pass_single_dominant	TALL-48-2-No	D08	Vicia sp.	3/20/25	4.555	218.64	Quarter	TALL-48	dry	nodule	Fabaceae	TALL	Vicia	Fabeae	TALL_007	Hale County	AL	0	32.974713	-87.47111	8/27/24	nodule	Vicia	Fabeae	0	Rhizobium	Rhizobium_ruizarguesonis	96.084	97.9483	0	1792
TALL-48-2-Rh|nodX|consensus50|pass_single_dominant	TALL-48-2-Rh	D08	Vicia sp.	3/20/25	0	0	Quarter	TALL-48	dry	rhizosphere	Fabaceae	TALL	Vicia	Fabeae	TALL_007	Hale County	AL	0	32.974713	-87.47111	8/27/24	rhizosphere	Vicia	Fabeae	0	Rhizobium	Rhizobium_ruizarguesonis	94.185	70.562	0	1249
DSNY-74-1-Ro|nodX|consensus50|pass_single_dominant	DSNY-74-1-Ro	D03	Sesbania herbacea	3/3/25	0	0	Quarter	DSNY-74	dry	root	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_010	Polk	Florida	yes	28.1204576	-81.4390507	20240904	root	Sesbania	Sesbanieae	yes	Rhizobium	Rhizobium_ruizarguesonis	95.635	67.4398	0	1216
DELA-20-1-Rh|nodX|consensus50|pass_single_dominant	DELA-20-1-Rh	D08	Galactia volubilis	3/3/25	0	0	Quarter	DELA-20	NA	rhizosphere	Fabaceae	DELA	Galactia	Diocleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	rhizosphere	Galactia	Diocleae	yes	Rhizobium	Rhizobium_ruizarguesonis	98.187	98.3943	0	1929
SJER-4-1-Rh|nodX|consensus50|pass_single_dominant	SJER-4-1-Rh	D17	Lupinus bicolor	4/15/25	0	0	Quarter	SJER-4	dry	rhizosphere	Fabaceae	SJER	Lupinus	Genisteae	NA	Fresno	CA	yes	37.110189	-119.73464	20240404	rhizosphere	Lupinus	Genisteae	yes	Rhizobium	Rhizobium_beringeri	98.137	57.4487	0	1123
KONZ-12-1-Ro|nodX|consensus50|pass_single_dominant	KONZ-12-1-Ro	D06	Dalea candida	9/25/24	0.441	21.168	Quarter	KONZ-12	dry	root	Fabaceae	KONZ	Dalea	Amorpheae	KONZ_001	Riley	KS	yes	39.07516	-96.55599	20240711	root	Dalea	Amorpheae	yes	Rhizobium	Rhizobium_leguminosarum	98.374	87.7788	0	1751
BLAN-3-1-Rh|nodX|consensus50|pass_single_dominant	BLAN-3-1-Rh	D02	Kummerowia striata	4/23/25	0	0	Quarter	BLAN-3	ethanol	rhizosphere	Fabaceae	BLAN	Kummerowia	Desmodieae	BLAN_020	Clarke	VA	no	39.100957	-77.980777	8/13/24	rhizosphere	Kummerowia	Desmodieae	no	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.725	97.1454	0	1995
BLAN-4-1-No|nodX|consensus50|pass_single_dominant	BLAN-4-1-No	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	BLAN-4	ethanol	nodule	Elaeagnaceae	BLAN	Elaeagnus	actinorhizal	BLAN_020	Clarke	VA	no	39.100987	-77.980772	8/13/24	nodule	Elaeagnus	actinorhizal	no	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.444	96.2533	0	1960
TALL-20-1-No|nodX|consensus50|pass_single_dominant	TALL-20-1-No	D08	Desmodium paniculatum	4/8/25	0.32	15.36	Quarter	TALL-20	dry	nodule	Fabaceae	TALL	Desmodium	Desmodieae	TALL_002	Hale County	AL	yes	32.922291	-87.428794	8/22/24	nodule	Desmodium	Desmodieae	yes	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.817	97.5022	0	2008
JERC-CLMA-83-1-No|nodX|consensus50|pass_single_dominant	JERC-CLMA-83-1-No	D03	Clitoria mariana	12/4/24	2.74	131.52	Quarter	JERC-83	dry	nodule	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_008	Baker County	Georgia	yes	NA	NA	20240618	nodule	Clitoria	Phaseoleae	yes	Rhizobium	Rhizobium_leguminosarum	99.091	98.1267	0	1980
N36-4-D-Ro|nodX|consensus50|pass_single_dominant	N36-4-D-Ro	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhizobium	Rhizobium_leguminosarum	97.886	97.0562	0	1906
JERC-CLMA-83-1-Rh|nodX|consensus50|pass_single_dominant	JERC-CLMA-83-1-Rh	D03	Clitoria mariana	12/4/24	0.083	3.984	Quarter	JERC-83	dry	rhizosphere	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_008	Baker County	Georgia	yes	NA	NA	20240618	rhizosphere	Clitoria	Phaseoleae	yes	Rhizobium	Rhizobium_leguminosarum	99.449	97.0562	0	1984
N13-2-D-Rh|nodX|consensus50|pass_single_dominant	N13-2-D-Rh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhizobium	Rhizobium_beringeri	98.455	98.1267	0	1943
CPER-3-1-Rh|nodX|consensus50|pass_single_dominant	CPER-3-1-Rh	D10	Melilotus officinalis	5/23/25	0.093	4.464	Quarter	CPER-3	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_005	Weld	CO	no	NA	NA	6/17/24	rhizosphere	Melilotus	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	100	95.3613	0	1975
CPER-4-Rh|nodX|consensus50|pass_single_dominant	CPER-4-Rh	D10	Melilotus officinalis	5/23/25	0.165	7.92	Quarter	CPER-4	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_027	Weld	CO	no	NA	NA	6/24/24	rhizosphere	Melilotus	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	100	96.3426	0	1995
TOOL-22-Rh|nodX|consensus50|pass_single_dominant	TOOL-22-Rh	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-22	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_003	North Slope Borough	Alaska	yes	NA	NA	20240710	rhizosphere	Dryas	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	100	97.3238	0	2015
JERC-198-Ro|nodX|consensus50|pass_single_dominant	JERC-198-Ro	D03	Chamaecrista fasciculata	4/24/25	0	0	Quarter	JERC-198	dry	root	Fabaceae	JERC	Chamaecrista	Cassieae	JERC_004	Baker County	Georgia	yes	31.1903745	-84.4660419	20241029	root	Chamaecrista	Cassieae	yes	Rhizobium	Rhizobium_leguminosarum	99.818	98.0375	0	2023
DEJU-57-Ro|nodX|consensus50|pass_single_dominant	DEJU-57-Ro	D19	Alnus viridis	5/23/25	1.52	72.96	Quarter	DEJU-57	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	root	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	100	98.0375	0	2030
CPER-5-1-Rh|nodX|consensus50|pass_single_dominant	CPER-5-1-Rh	D10	Melilotus officinalis	5/23/25	2.535	121.68	Quarter	CPER-5	dry	rhizosphere	Fabaceae	CPER	Melilotus	Trifolieae	CPER_022	Weld	CO	no	NA	NA	6/24/24	rhizosphere	Melilotus	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	100	98.2159	0	2034
DELA-1-3-Rh|nodX|consensus50|pass_single_dominant	DELA-1-3-Rh	D08	Sesbania herbacea	4/4/25	14.9	715.2	Half	DELA-1	dry	rhizosphere	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_008	Green County	AL	yes	32.539186	-87.81292	7/24/24	rhizosphere	Sesbania	Sesbanieae	yes	Rhizobium	Rhizobium_leguminosarum	99.819	98.3051	0	2028
JERC-CRJU-86-1-No|nodX|consensus50|pass_single_dominant	JERC-CRJU-86-1-No	D03	Crotalaria juncea	5/14/25	1.295	62.16	Quarter	JERC-CRJU-86	dry	nodule	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_030R	Baker County	Georgia	no	31.18563333	-84.4785	20240624	nodule	Crotalaria	Crotalarieae	no	Rhizobium	Rhizobium_leguminosarum	99.728	98.3051	0	2025
TOOL-18-Rh|nodX|consensus50|pass_single_dominant	TOOL-18-Rh	D18	Dryas integrifolia	5/14/25	0	0	Quarter	TOOL-18	ethanol	rhizosphere	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_003	North Slope Borough	Alaska	yes	NA	NA	20240710	rhizosphere	Dryas	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	100	98.3051	0	2036
DELA-7-3-No|nodX|consensus50|pass_single_dominant	DELA-7-3-No	D08	Albizia julibrissin	4/4/25	47.8	2294.4	Half	DELA-7	ethanol	nodule	Fabaceae	DELA	Albizia	Mimosoideae	DELA_012	Green County	AL	no	32.531137	-87.817223	8/8/24	nodule	Albizia	Mimosoideae	no	Rhizobium	Rhizobium_leguminosarum	100	98.4835	0	2039
NIWO-1-No|nodX|consensus50|pass_single_dominant	NIWO-1-No	D13	Lupinus argenteus	5/23/25	0	0	Quarter	NIWO-1	NA	nodule	Fabaceae	NIWO	Lupinus	Genisteae	NIWO_017	Boulder	CO	yes	NA	NA	7/31/24	nodule	Lupinus	Genisteae	yes	Rhizobium	Rhizobium_leguminosarum	99.819	98.4835	0	2032
DEJU-56-Ro|nodX|consensus50|pass_single_dominant	DEJU-56-Ro	D19	Alnus viridis	5/23/25	3.36	161.28	Quarter	DEJU-56	ethanol	root	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	root	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	99.093	98.3051	0	1999
DEJU-57-Rh|nodX|consensus50|pass_single_dominant	DEJU-57-Rh	D19	Alnus viridis	5/23/25	0	0	Quarter	DEJU-57	ethanol	rhizosphere	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	rhizosphere	Alnus	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	99.817	97.5022	0	2012
DEJU-9-1-Ro|nodX|consensus50|pass_single_dominant	DEJU-9-1-Ro	D19	Lupinus arcticus	3/29/25	9.35	448.8	Half	DEJU-9	ethanol	root	Fabaceae	DEJU	Lupinus	Genisteae	DEJU_006	NA	Alaska	yes	NA	NA	NA	root	Lupinus	Genisteae	yes	Rhizobium	Rhizobium_leguminosarum	99.818	98.2159	0	2023
DELA-26-3-Ro|nodX|consensus50|pass_single_dominant	DELA-26-3-Ro	D08	Sesbania herbacea	4/4/25	35	1680	Half	DELA-26	dry	root	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_025	Green County	AL	yes	32.5371	-87.80995	8/15/24	root	Sesbania	Sesbanieae	yes	Rhizobium	Rhizobium_leguminosarum	99.637	98.2159	0	2015
NOGP-7-2-Ro|nodX|consensus50|pass_single_dominant	NOGP-7-2-Ro	D09	Amorpha canescens	5/2/25	2.395	114.96	Quarter	NOGP-7	dry	root	Fabaceae	NOGP	Amorpha	Amorpheae	NOGP_064	NA	ND	yes	46.77063	-100.9138092	6/25/24	root	Amorpha	Amorpheae	yes	Rhizobium	Rhizobium_leguminosarum	99.539	96.6994	0	1980
TOOL-31-No|nodX|consensus50|pass_single_dominant	TOOL-31-No	D18	Dryas octopetala	5/23/25	4.72	226.56	Quarter	TOOL-31	ethanol	nodule	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_011	North Slope Borough	Alaska	yes	68.62774	-149.58777	20240711	nodule	Dryas	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	99.819	98.3051	0	2025
DELA-16-No|nodX|consensus50|pass_single_dominant	DELA-16-No	D08	Galactia volubilis	4/4/25	59	2832	Half	DELA-16	NA	nodule	Fabaceae	DELA	Galactia	Diocleae	DELA_008	Green County	AL	yes	32.53861	-87.81298	8/14/24	nodule	Galactia	Diocleae	yes	Rhizobium	Rhizobium_leguminosarum	100	92.7743	0	1921
JERC-151-Rh|nodX|consensus50|pass_single_dominant	JERC-151-Rh	D03	Tephrosia virginiana	5/14/25	0	0	Quarter	JERC-151	dry	rhizosphere	Fabaceae	JERC	Tephrosia	Millettieae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	rhizosphere	Tephrosia	Millettieae	yes	Rhizobium	Rhizobium_leguminosarum	99.909	97.5022	0	2015
JERC-134-3-Ro|nodX|consensus50|pass_single_dominant	JERC-134-3-Ro	D03	Rhynchosia reniformis	4/8/25	5.37	257.76	Half	JERC-134	dry	root	Fabaceae	JERC	Rhynchosia	Phaseoleae	JERC_048	Baker County	Georgia	yes	NA	NA	20240807	root	Rhynchosia	Phaseoleae	yes	Rhizobium	Rhizobium_leguminosarum	98.912	98.3943	0	1991
TOOL-16-Ro|nodX|consensus50|pass_single_dominant	TOOL-16-Ro	D18	Dryas integrifolia	5/2/25	0	0	Quarter	TOOL-16	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_002	North Slope Borough	Alaska	yes	68.63136	-149.34375	20240709	root	Dryas	actinorhizal	yes	Rhizobium	Rhizobium_leguminosarum	99.908	96.967	0	2002
NOGP-3-2-Rh|nodX|consensus50|pass_single_dominant	NOGP-3-2-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	NOGP-3	dry	rhizosphere	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_064	NA	ND	no	46.77084	-100.9136386	6/25/24	rhizosphere	Medicago	Trifolieae	no	Rhizobium	Rhizobium_leguminosarum	99.534	95.8073	0	1956
SCBI-3-1-Rh|nodX|consensus50|pass_single_dominant	SCBI-3-1-Rh	D02	Elaeagnus umbellata	4/23/25	0	0	Quarter	SCBI-3	ethanol	rhizosphere	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-006	Warren	VA	no	38.897638	-78.152008	6/26/24	rhizosphere	Elaeagnus	actinorhizal	no	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.346	95.4505	0	1940
SJER-4-1-Ro|nodX|consensus50|pass_single_dominant	SJER-4-1-Ro	D17	Lupinus bicolor	4/15/25	0.0575	2.76	Quarter	SJER-4	dry	root	Fabaceae	SJER	Lupinus	Genisteae	NA	Fresno	CA	yes	37.110189	-119.73464	20240404	root	Lupinus	Genisteae	yes	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.588	86.7083	0	1775
CLBJ-46-1-Ro|nodX|consensus50|pass_single_dominant	CLBJ-46-1-Ro	D11	Galactia volubilis	4/10/25	0	0	Quarter	CLBJ-46	ethanol	root	Fabaceae	CLBJ	Galactia	Diocleae	CLBJ_034	Wise	TX	yes	33.23658	-97.34089	9/4/24	root	Galactia	Diocleae	yes	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.727	97.8591	0	2010
NOGP-2-1-No|nodX|consensus50|pass_single_dominant	NOGP-2-1-No	D09	Medicago sativa	4/23/25	0	0	Quarter	NOGP-2	dry	nodule	Fabaceae	NOGP	Medicago	Trifolieae	NOGP_001	NA	ND	no	46.80621	-100.9157	6/27/24	nodule	Medicago	Trifolieae	no	Rhizobium	Rhizobium_anhuiense_bv._trifolii	99.637	98.2159	0	2013
