threshold	min_percent_covered	min_mean_depth	gene	sample_group	rows	unique_samples	targets_tested	good_rows	samples_with_at_least_one_good_target	good_sample_fraction	median_percent_covered	median_mean_depth	mean_percent_covered	mean_mean_depth	max_mean_depth
pct70_depth10	70.0	10.0	nodL	Ro	964	964	1	84	84	0.0871	8.8768	0.5091	27.4855	49.8007	7920.2754
pct70_depth10	70.0	10.0	nodQ	MC	4	2	2	0	0	0.0000	15.5241	2.1623	17.4582	2.7557	6.4450
pct70_depth10	70.0	10.0	nodQ	No	1904	952	2	225	225	0.2363	14.9533	2.6622	26.1229	293.2252	7946.5783
pct70_depth10	70.0	10.0	nodQ	Rh	1978	989	2	235	234	0.2366	15.7581	1.6000	26.7494	235.9426	7857.3339
pct70_depth10	70.0	10.0	nodQ	Ro	1928	964	2	226	226	0.2344	12.9284	1.3517	25.5493	110.2263	7939.8531
pct70_depth10	70.0	10.0	nodS	MC	8	2	4	2	2	1.0000	0.0000	0.0000	25.0000	3.5341	17.3746
pct70_depth10	70.0	10.0	nodS	No	3808	952	4	245	241	0.2532	0.0000	0.0000	16.6410	180.3499	7947.1825
pct70_depth10	70.0	10.0	nodS	Rh	3956	989	4	110	105	0.1062	0.0000	0.0000	12.1632	19.0862	7609.5746
pct70_depth10	70.0	10.0	nodS	Ro	3856	964	4	109	105	0.1089	0.0000	0.0000	13.1117	16.6631	7827.9397
pct70_depth10	70.0	10.0	nodU	MC	10	2	5	2	2	1.0000	0.0000	0.0000	20.4926	4.1339	25.5901
pct70_depth10	70.0	10.0	nodU	No	4760	952	5	475	466	0.4895	2.2767	0.1747	16.7765	256.0547	7946.0784
pct70_depth10	70.0	10.0	nodU	Rh	4945	989	5	203	197	0.1992	1.6609	0.1236	13.1426	20.4342	7423.5105
pct70_depth10	70.0	10.0	nodU	Ro	4820	964	5	221	219	0.2272	1.2027	0.0467	13.6913	15.6468	7820.3766
pct70_depth10	70.0	10.0	nodX	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct70_depth10	70.0	10.0	nodX	No	952	952	1	55	55	0.0578	0.0000	0.0000	16.7313	89.4852	7939.5127
pct70_depth10	70.0	10.0	nodX	Rh	989	989	1	49	49	0.0495	0.0000	0.0000	13.8006	31.4215	7939.5127
pct70_depth10	70.0	10.0	nodX	Ro	964	964	1	46	46	0.0477	0.0000	0.0000	13.7399	34.4931	7830.2717
pct70_depth10	70.0	10.0	nodZ	MC	8	2	4	2	2	1.0000	0.0000	0.0000	27.4242	4.4967	22.9344
pct70_depth10	70.0	10.0	nodZ	No	3808	952	4	409	404	0.4244	0.0000	0.0000	18.9605	265.2979	7945.9820
pct70_depth10	70.0	10.0	nodZ	Rh	3956	989	4	146	146	0.1476	0.0000	0.0000	13.8554	23.2307	7548.2399
pct70_depth10	70.0	10.0	nodZ	Ro	3856	964	4	164	164	0.1701	0.0000	0.0000	14.5332	15.4608	7725.3621
pct70_depth5	70.0	5.0	nifA	MC	22	2	11	2	2	1.0000	10.6687	9.7674	20.5081	31.2070	250.7290
pct70_depth5	70.0	5.0	nifA	No	10472	952	11	711	494	0.5189	9.4183	2.9782	21.6708	229.4770	7946.8977
pct70_depth5	70.0	5.0	nifA	Rh	10879	989	11	460	354	0.3579	12.6897	6.5415	20.6222	54.3643	7921.0286
pct70_depth5	70.0	5.0	nifA	Ro	10604	964	11	462	371	0.3849	9.4379	1.6687	19.0031	31.0046	7920.2478
pct70_depth5	70.0	5.0	nifB	MC	26	2	13	5	2	1.0000	2.0506	0.2431	25.2592	4.4034	40.3172
pct70_depth5	70.0	5.0	nifB	No	12376	952	13	2241	914	0.9601	10.2908	1.4244	28.8778	371.6051	7946.4853
pct70_depth5	70.0	5.0	nifB	Rh	12857	989	13	1713	857	0.8665	9.6402	1.2240	26.0119	93.4768	7877.9566
pct70_depth5	70.0	5.0	nifB	Ro	12532	964	13	1627	837	0.8683	7.1556	0.4620	24.8138	55.1953	7939.6212
pct70_depth5	70.0	5.0	nifD	MC	26	2	13	5	2	1.0000	8.2729	0.4255	31.6939	7.3540	70.4223
pct70_depth5	70.0	5.0	nifD	No	12376	952	13	3247	948	0.9958	20.9699	3.7772	38.4140	533.9368	7950.2902
pct70_depth5	70.0	5.0	nifD	Rh	12857	989	13	2895	982	0.9929	14.8921	1.6387	34.0013	192.9998	7936.2467
pct70_depth5	70.0	5.0	nifD	Ro	12532	964	13	2703	946	0.9813	12.4572	0.7848	33.0945	104.3320	7947.2109
pct70_depth5	70.0	5.0	nifE	MC	26	2	13	4	2	1.0000	2.0402	0.1174	24.7088	4.3644	38.9292
pct70_depth5	70.0	5.0	nifE	No	12376	952	13	2272	923	0.9695	7.5857	1.2417	28.2291	370.9881	7946.3461
pct70_depth5	70.0	5.0	nifE	Rh	12857	989	13	1860	874	0.8837	7.1764	0.8437	25.5142	79.9809	7927.1878
pct70_depth5	70.0	5.0	nifE	Ro	12532	964	13	1731	850	0.8817	4.4493	0.3084	24.2450	51.6305	7944.8322
pct70_depth5	70.0	5.0	nifH	MC	28	2	14	6	2	1.0000	30.1607	0.9652	38.2940	8.2533	79.0961
pct70_depth5	70.0	5.0	nifH	No	13328	952	14	4334	950	0.9979	35.3171	4.9036	44.8389	616.0055	7948.4398
pct70_depth5	70.0	5.0	nifH	Rh	13846	989	14	3913	977	0.9879	26.8456	2.6280	40.5911	242.5922	7947.2222
pct70_depth5	70.0	5.0	nifH	Ro	13496	964	14	3592	946	0.9813	23.9479	1.3492	39.1246	123.6274	7942.1458
pct70_depth5	70.0	5.0	nifJ	MC	4	2	2	2	2	1.0000	55.0793	6.3165	52.1995	7.5375	17.5170
pct70_depth5	70.0	5.0	nifJ	No	1904	952	2	366	332	0.3487	18.7251	3.0508	35.4959	548.3120	7917.4802
pct70_depth5	70.0	5.0	nifJ	Rh	1978	989	2	291	285	0.2882	25.0427	13.2819	34.3174	62.8852	7493.3092
pct70_depth5	70.0	5.0	nifJ	Ro	1928	964	2	250	244	0.2531	16.4395	2.2477	29.7630	35.6312	7778.6029
pct70_depth5	70.0	5.0	nifK	MC	26	2	13	5	2	1.0000	2.4998	0.0749	27.0470	6.5259	62.1196
pct70_depth5	70.0	5.0	nifK	No	12376	952	13	2728	944	0.9916	13.6538	1.7135	33.9635	464.9934	7946.9660
pct70_depth5	70.0	5.0	nifK	Rh	12857	989	13	2427	955	0.9656	11.1111	1.2336	30.5681	119.4375	7944.3464
pct70_depth5	70.0	5.0	nifK	Ro	12532	964	13	2269	924	0.9585	8.7549	0.5178	29.6348	72.2271	7942.3132
pct70_depth5	70.0	5.0	nifN	MC	22	2	11	2	2	1.0000	2.2271	0.1225	16.2099	2.3830	19.4851
pct70_depth5	70.0	5.0	nifN	No	10472	952	11	1126	685	0.7195	3.1092	0.3456	20.9493	232.7434	7947.1872
pct70_depth5	70.0	5.0	nifN	Rh	10879	989	11	789	529	0.5349	4.1215	0.4321	18.8757	36.3228	7838.2157
pct70_depth5	70.0	5.0	nifN	Ro	10604	964	11	777	517	0.5363	1.8800	0.1542	18.0262	30.7683	7944.1923
pct70_depth5	70.0	5.0	nifQ	MC	18	2	8	2	2	1.0000	0.0000	0.0000	13.1057	0.9855	8.2051
pct70_depth5	70.0	5.0	nifQ	No	8568	952	8	309	287	0.3015	2.7132	0.0796	13.0843	139.0151	7945.7021
pct70_depth5	70.0	5.0	nifQ	Rh	8901	989	8	184	175	0.1769	2.9321	0.1392	11.8380	25.4090	6085.1941
pct70_depth5	70.0	5.0	nifQ	Ro	8676	964	8	176	167	0.1732	0.0000	0.0000	10.4655	15.0819	5713.8056
pct70_depth5	70.0	5.0	nifS	MC	6	2	3	2	2	1.0000	9.9817	0.1085	36.6606	4.4503	14.4357
pct70_depth5	70.0	5.0	nifS	No	2856	952	3	468	457	0.4800	20.0513	1.9249	33.2247	398.3615	7946.5914
pct70_depth5	70.0	5.0	nifS	Rh	2967	989	3	231	228	0.2305	18.8544	2.0313	27.6016	47.0967	7376.6971
pct70_depth5	70.0	5.0	nifS	Ro	2892	964	3	232	232	0.2407	14.5983	0.7591	26.7651	30.1194	7739.1193
pct70_depth5	70.0	5.0	nifT	MC	18	2	9	2	2	1.0000	0.0000	0.0000	15.5258	1.6588	15.8044
pct70_depth5	70.0	5.0	nifT	No	8568	952	9	1087	712	0.7479	0.0000	0.0000	21.5274	242.4968	7944.8222
pct70_depth5	70.0	5.0	nifT	Rh	8901	989	9	892	616	0.6229	0.0000	0.0000	19.8309	49.4219	7755.7067
pct70_depth5	70.0	5.0	nifT	Ro	8676	964	9	763	561	0.5820	0.0000	0.0000	18.5299	28.2649	7746.0563
pct70_depth5	70.0	5.0	nifU	MC	24	2	12	2	2	1.0000	3.6258	0.2169	25.0831	2.7942	28.5193
pct70_depth5	70.0	5.0	nifU	No	11424	952	12	2556	939	0.9863	21.6931	2.3268	36.4010	432.3769	7921.8175
pct70_depth5	70.0	5.0	nifU	Rh	11868	989	12	2942	958	0.9687	28.9242	6.8969	39.2261	286.5338	7875.5719
pct70_depth5	70.0	5.0	nifU	Ro	11568	964	12	2464	914	0.9481	20.3901	1.5057	35.0401	119.4209	7800.2028
pct70_depth5	70.0	5.0	nifV	MC	12	2	6	2	2	1.0000	1.6667	0.0838	20.8012	3.0814	20.9089
pct70_depth5	70.0	5.0	nifV	No	5712	952	6	406	366	0.3845	3.2562	0.4953	15.1936	199.4847	7945.7254
pct70_depth5	70.0	5.0	nifV	Rh	5934	989	6	257	242	0.2447	3.0702	0.4287	12.7533	13.6405	7555.9072
pct70_depth5	70.0	5.0	nifV	Ro	5784	964	6	254	232	0.2407	1.7456	0.0950	11.6104	21.4645	7878.9532
pct70_depth5	70.0	5.0	nifW	MC	22	2	10	4	2	1.0000	2.5133	0.1061	24.6366	3.2755	29.1035
pct70_depth5	70.0	5.0	nifW	No	10472	952	10	1195	755	0.7931	0.0000	0.0000	20.9337	298.2430	7950.2807
pct70_depth5	70.0	5.0	nifW	Rh	10879	989	10	711	478	0.4833	0.0000	0.0000	17.4251	30.1217	7926.6086
pct70_depth5	70.0	5.0	nifW	Ro	10604	964	10	676	472	0.4896	0.0000	0.0000	17.1798	27.0099	7944.4596
pct70_depth5	70.0	5.0	nifX	MC	40	2	20	8	2	1.0000	3.8978	0.1477	29.1089	5.4899	59.1982
pct70_depth5	70.0	5.0	nifX	No	19040	952	20	2934	878	0.9223	5.0201	0.5055	27.7130	323.3023	7948.3655
pct70_depth5	70.0	5.0	nifX	Rh	19780	989	20	2113	771	0.7796	5.3030	0.5401	24.2609	53.4448	7936.2545
pct70_depth5	70.0	5.0	nifX	Ro	19280	964	20	1990	756	0.7842	4.1152	0.1545	23.1124	40.9724	7946.3750
pct70_depth5	70.0	5.0	nifZ	MC	22	2	11	2	2	1.0000	0.0000	0.0000	19.2111	1.6530	13.0857
pct70_depth5	70.0	5.0	nifZ	No	10472	952	11	1172	784	0.8235	5.1213	0.1373	21.6411	284.4913	7946.6857
pct70_depth5	70.0	5.0	nifZ	Rh	10879	989	11	803	594	0.6006	5.5202	0.2385	18.9607	52.5008	6808.0392
pct70_depth5	70.0	5.0	nifZ	Ro	10604	964	11	781	610	0.6328	0.0000	0.0000	18.0180	33.6478	7416.8047
pct70_depth5	70.0	5.0	nodA	MC	22	2	11	2	2	1.0000	0.0000	0.0000	9.2363	1.4108	21.5798
pct70_depth5	70.0	5.0	nodA	No	10472	952	11	710	569	0.5977	0.0000	0.0000	14.2793	153.5324	7947.0481
pct70_depth5	70.0	5.0	nodA	Rh	10879	989	11	462	390	0.3943	0.0000	0.0000	11.2298	16.9078	7945.7377
pct70_depth5	70.0	5.0	nodA	Ro	10604	964	11	492	410	0.4253	0.0000	0.0000	11.1953	21.0986	7945.8385
pct70_depth5	70.0	5.0	nodB	MC	22	2	11	2	2	1.0000	0.0000	0.0000	12.9398	2.1598	32.1212
pct70_depth5	70.0	5.0	nodB	No	10472	952	11	918	609	0.6397	2.2300	0.0532	17.1725	182.9600	7946.9061
pct70_depth5	70.0	5.0	nodB	Rh	10879	989	11	599	431	0.4358	0.0000	0.0000	13.6362	23.1333	7935.8200
pct70_depth5	70.0	5.0	nodB	Ro	10604	964	11	631	460	0.4772	0.0000	0.0000	13.8844	31.8346	7944.4006
pct70_depth5	70.0	5.0	nodC	MC	22	2	11	2	2	1.0000	1.5361	0.0997	13.5172	1.8853	23.5487
pct70_depth5	70.0	5.0	nodC	No	10472	952	11	835	615	0.6460	6.0195	0.3231	19.0771	213.0170	7946.8258
pct70_depth5	70.0	5.0	nodC	Rh	10879	989	11	522	436	0.4408	1.7113	0.0955	14.0445	25.8919	7912.6323
pct70_depth5	70.0	5.0	nodC	Ro	10604	964	11	575	461	0.4782	1.4902	0.0563	14.4857	27.3278	7944.2584
pct70_depth5	70.0	5.0	nodD	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct70_depth5	70.0	5.0	nodD	No	952	952	1	20	20	0.0210	0.0000	0.0000	4.4486	41.6721	7945.7706
pct70_depth5	70.0	5.0	nodD	Rh	989	989	1	17	17	0.0172	0.0000	0.0000	3.8109	0.7955	415.0600
pct70_depth5	70.0	5.0	nodD	Ro	964	964	1	19	19	0.0197	0.0000	0.0000	4.3861	14.7119	6491.2529
pct70_depth5	70.0	5.0	nodH	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct70_depth5	70.0	5.0	nodH	No	952	952	1	20	20	0.0210	0.0000	0.0000	4.3568	41.5805	7945.9076
pct70_depth5	70.0	5.0	nodH	Rh	989	989	1	18	18	0.0182	0.0000	0.0000	3.9878	0.7752	440.7122
pct70_depth5	70.0	5.0	nodH	Ro	964	964	1	21	21	0.0218	0.0000	0.0000	4.3577	13.8304	6953.6801
pct70_depth5	70.0	5.0	nodI	MC	18	2	9	2	2	1.0000	0.0000	0.0000	16.9917	2.9676	28.5179
pct70_depth5	70.0	5.0	nodI	No	8568	952	9	1220	711	0.7468	10.0419	1.3187	27.8956	343.3569	7946.7264
pct70_depth5	70.0	5.0	nodI	Rh	8901	989	9	831	568	0.5743	10.2719	1.7872	24.2301	55.6938	7848.4654
pct70_depth5	70.0	5.0	nodI	Ro	8676	964	9	739	522	0.5415	6.8027	0.5335	22.9484	36.0464	7942.9382
pct70_depth5	70.0	5.0	nodJ	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct70_depth5	70.0	5.0	nodJ	No	952	952	1	15	15	0.0158	0.0000	0.0000	4.6598	40.9737	7945.5982
pct70_depth5	70.0	5.0	nodJ	Rh	989	989	1	13	13	0.0131	0.0000	0.0000	3.7187	0.9209	382.3054
pct70_depth5	70.0	5.0	nodJ	Ro	964	964	1	17	17	0.0176	0.0000	0.0000	4.2205	10.2824	5000.4651
pct70_depth5	70.0	5.0	nodL	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct70_depth5	70.0	5.0	nodL	No	952	952	1	161	161	0.1691	11.7754	1.4973	30.3077	320.1538	7925.5598
pct70_depth5	70.0	5.0	nodL	Rh	989	989	1	146	146	0.1476	13.2246	2.7518	29.6213	66.8156	7692.8678
pct70_depth5	70.0	5.0	nodL	Ro	964	964	1	127	127	0.1317	8.8768	0.5091	27.4855	49.8007	7920.2754
pct70_depth5	70.0	5.0	nodQ	MC	4	2	2	0	0	0.0000	15.5241	2.1623	17.4582	2.7557	6.4450
pct70_depth5	70.0	5.0	nodQ	No	1904	952	2	247	246	0.2584	14.9533	2.6622	26.1229	293.2252	7946.5783
pct70_depth5	70.0	5.0	nodQ	Rh	1978	989	2	247	245	0.2477	15.7581	1.6000	26.7494	235.9426	7857.3339
pct70_depth5	70.0	5.0	nodQ	Ro	1928	964	2	245	243	0.2521	12.9284	1.3517	25.5493	110.2263	7939.8531
pct70_depth5	70.0	5.0	nodS	MC	8	2	4	2	2	1.0000	0.0000	0.0000	25.0000	3.5341	17.3746
pct70_depth5	70.0	5.0	nodS	No	3808	952	4	332	320	0.3361	0.0000	0.0000	16.6410	180.3499	7947.1825
pct70_depth5	70.0	5.0	nodS	Rh	3956	989	4	161	152	0.1537	0.0000	0.0000	12.1632	19.0862	7609.5746
pct70_depth5	70.0	5.0	nodS	Ro	3856	964	4	181	170	0.1763	0.0000	0.0000	13.1117	16.6631	7827.9397
pct70_depth5	70.0	5.0	nodU	MC	10	2	5	2	2	1.0000	0.0000	0.0000	20.4926	4.1339	25.5901
pct70_depth5	70.0	5.0	nodU	No	4760	952	5	545	528	0.5546	2.2767	0.1747	16.7765	256.0547	7946.0784
pct70_depth5	70.0	5.0	nodU	Rh	4945	989	5	291	276	0.2791	1.6609	0.1236	13.1426	20.4342	7423.5105
pct70_depth5	70.0	5.0	nodU	Ro	4820	964	5	314	303	0.3143	1.2027	0.0467	13.6913	15.6468	7820.3766
pct70_depth5	70.0	5.0	nodX	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct70_depth5	70.0	5.0	nodX	No	952	952	1	85	85	0.0893	0.0000	0.0000	16.7313	89.4852	7939.5127
pct70_depth5	70.0	5.0	nodX	Rh	989	989	1	77	77	0.0779	0.0000	0.0000	13.8006	31.4215	7939.5127
pct70_depth5	70.0	5.0	nodX	Ro	964	964	1	70	70	0.0726	0.0000	0.0000	13.7399	34.4931	7830.2717
pct70_depth5	70.0	5.0	nodZ	MC	8	2	4	2	2	1.0000	0.0000	0.0000	27.4242	4.4967	22.9344
pct70_depth5	70.0	5.0	nodZ	No	3808	952	4	474	468	0.4916	0.0000	0.0000	18.9605	265.2979	7945.9820
pct70_depth5	70.0	5.0	nodZ	Rh	3956	989	4	195	195	0.1972	0.0000	0.0000	13.8554	23.2307	7548.2399
pct70_depth5	70.0	5.0	nodZ	Ro	3856	964	4	235	235	0.2438	0.0000	0.0000	14.5332	15.4608	7725.3621
pct50_depth5	50.0	5.0	nifA	MC	22	2	11	3	2	1.0000	10.6687	9.7674	20.5081	31.2070	250.7290
pct50_depth5	50.0	5.0	nifA	No	10472	952	11	1502	719	0.7553	9.4183	2.9782	21.6708	229.4770	7946.8977
pct50_depth5	50.0	5.0	nifA	Rh	10879	989	11	973	545	0.5511	12.6897	6.5415	20.6222	54.3643	7921.0286
pct50_depth5	50.0	5.0	nifA	Ro	10604	964	11	853	534	0.5539	9.4379	1.6687	19.0031	31.0046	7920.2478
pct50_depth5	50.0	5.0	nifB	MC	26	2	13	5	2	1.0000	2.0506	0.2431	25.2592	4.4034	40.3172
pct50_depth5	50.0	5.0	nifB	No	12376	952	13	2790	935	0.9821	10.2908	1.4244	28.8778	371.6051	7946.4853
pct50_depth5	50.0	5.0	nifB	Rh	12857	989	13	2318	929	0.9393	9.6402	1.2240	26.0119	93.4768	7877.9566
pct50_depth5	50.0	5.0	nifB	Ro	12532	964	13	2083	892	0.9253	7.1556	0.4620	24.8138	55.1953	7939.6212
pct50_depth5	50.0	5.0	nifD	MC	26	2	13	5	2	1.0000	8.2729	0.4255	31.6939	7.3540	70.4223
pct50_depth5	50.0	5.0	nifD	No	12376	952	13	3673	950	0.9979	20.9699	3.7772	38.4140	533.9368	7950.2902
pct50_depth5	50.0	5.0	nifD	Rh	12857	989	13	3323	984	0.9949	14.8921	1.6387	34.0013	192.9998	7936.2467
pct50_depth5	50.0	5.0	nifD	Ro	12532	964	13	3027	951	0.9865	12.4572	0.7848	33.0945	104.3320	7947.2109
pct50_depth5	50.0	5.0	nifE	MC	26	2	13	4	2	1.0000	2.0402	0.1174	24.7088	4.3644	38.9292
pct50_depth5	50.0	5.0	nifE	No	12376	952	13	2664	933	0.9800	7.5857	1.2417	28.2291	370.9881	7946.3461
pct50_depth5	50.0	5.0	nifE	Rh	12857	989	13	2293	926	0.9363	7.1764	0.8437	25.5142	79.9809	7927.1878
pct50_depth5	50.0	5.0	nifE	Ro	12532	964	13	2020	886	0.9191	4.4493	0.3084	24.2450	51.6305	7944.8322
pct50_depth5	50.0	5.0	nifH	MC	28	2	14	6	2	1.0000	30.1607	0.9652	38.2940	8.2533	79.0961
pct50_depth5	50.0	5.0	nifH	No	13328	952	14	5034	950	0.9979	35.3171	4.9036	44.8389	616.0055	7948.4398
pct50_depth5	50.0	5.0	nifH	Rh	13846	989	14	4598	980	0.9909	26.8456	2.6280	40.5911	242.5922	7947.2222
pct50_depth5	50.0	5.0	nifH	Ro	13496	964	14	4049	951	0.9865	23.9479	1.3492	39.1246	123.6274	7942.1458
pct50_depth5	50.0	5.0	nifJ	MC	4	2	2	2	2	1.0000	55.0793	6.3165	52.1995	7.5375	17.5170
pct50_depth5	50.0	5.0	nifJ	No	1904	952	2	429	359	0.3771	18.7251	3.0508	35.4959	548.3120	7917.4802
pct50_depth5	50.0	5.0	nifJ	Rh	1978	989	2	476	417	0.4216	25.0427	13.2819	34.3174	62.8852	7493.3092
pct50_depth5	50.0	5.0	nifJ	Ro	1928	964	2	310	290	0.3008	16.4395	2.2477	29.7630	35.6312	7778.6029
pct50_depth5	50.0	5.0	nifK	MC	26	2	13	5	2	1.0000	2.4998	0.0749	27.0470	6.5259	62.1196
pct50_depth5	50.0	5.0	nifK	No	12376	952	13	3103	948	0.9958	13.6538	1.7135	33.9635	464.9934	7946.9660
pct50_depth5	50.0	5.0	nifK	Rh	12857	989	13	2824	974	0.9848	11.1111	1.2336	30.5681	119.4375	7944.3464
pct50_depth5	50.0	5.0	nifK	Ro	12532	964	13	2555	937	0.9720	8.7549	0.5178	29.6348	72.2271	7942.3132
pct50_depth5	50.0	5.0	nifN	MC	22	2	11	2	2	1.0000	2.2271	0.1225	16.2099	2.3830	19.4851
pct50_depth5	50.0	5.0	nifN	No	10472	952	11	1395	794	0.8340	3.1092	0.3456	20.9493	232.7434	7947.1872
pct50_depth5	50.0	5.0	nifN	Rh	10879	989	11	1060	627	0.6340	4.1215	0.4321	18.8757	36.3228	7838.2157
pct50_depth5	50.0	5.0	nifN	Ro	10604	964	11	990	604	0.6266	1.8800	0.1542	18.0262	30.7683	7944.1923
pct50_depth5	50.0	5.0	nifQ	MC	18	2	8	2	2	1.0000	0.0000	0.0000	13.1057	0.9855	8.2051
pct50_depth5	50.0	5.0	nifQ	No	8568	952	8	550	443	0.4653	2.7132	0.0796	13.0843	139.0151	7945.7021
pct50_depth5	50.0	5.0	nifQ	Rh	8901	989	8	315	272	0.2750	2.9321	0.1392	11.8380	25.4090	6085.1941
pct50_depth5	50.0	5.0	nifQ	Ro	8676	964	8	283	260	0.2697	0.0000	0.0000	10.4655	15.0819	5713.8056
pct50_depth5	50.0	5.0	nifS	MC	6	2	3	2	2	1.0000	9.9817	0.1085	36.6606	4.4503	14.4357
pct50_depth5	50.0	5.0	nifS	No	2856	952	3	614	569	0.5977	20.0513	1.9249	33.2247	398.3615	7946.5914
pct50_depth5	50.0	5.0	nifS	Rh	2967	989	3	430	379	0.3832	18.8544	2.0313	27.6016	47.0967	7376.6971
pct50_depth5	50.0	5.0	nifS	Ro	2892	964	3	359	335	0.3475	14.5983	0.7591	26.7651	30.1194	7739.1193
pct50_depth5	50.0	5.0	nifT	MC	18	2	9	2	2	1.0000	0.0000	0.0000	15.5258	1.6588	15.8044
pct50_depth5	50.0	5.0	nifT	No	8568	952	9	1175	742	0.7794	0.0000	0.0000	21.5274	242.4968	7944.8222
pct50_depth5	50.0	5.0	nifT	Rh	8901	989	9	1013	678	0.6855	0.0000	0.0000	19.8309	49.4219	7755.7067
pct50_depth5	50.0	5.0	nifT	Ro	8676	964	9	829	594	0.6162	0.0000	0.0000	18.5299	28.2649	7746.0563
pct50_depth5	50.0	5.0	nifU	MC	24	2	12	2	2	1.0000	3.6258	0.2169	25.0831	2.7942	28.5193
pct50_depth5	50.0	5.0	nifU	No	11424	952	12	3280	942	0.9895	21.6931	2.3268	36.4010	432.3769	7921.8175
pct50_depth5	50.0	5.0	nifU	Rh	11868	989	12	3929	966	0.9767	28.9242	6.8969	39.2261	286.5338	7875.5719
pct50_depth5	50.0	5.0	nifU	Ro	11568	964	12	3139	924	0.9585	20.3901	1.5057	35.0401	119.4209	7800.2028
pct50_depth5	50.0	5.0	nifV	MC	12	2	6	2	2	1.0000	1.6667	0.0838	20.8012	3.0814	20.9089
pct50_depth5	50.0	5.0	nifV	No	5712	952	6	457	388	0.4076	3.2562	0.4953	15.1936	199.4847	7945.7254
pct50_depth5	50.0	5.0	nifV	Rh	5934	989	6	298	268	0.2710	3.0702	0.4287	12.7533	13.6405	7555.9072
pct50_depth5	50.0	5.0	nifV	Ro	5784	964	6	268	241	0.2500	1.7456	0.0950	11.6104	21.4645	7878.9532
pct50_depth5	50.0	5.0	nifW	MC	22	2	10	4	2	1.0000	2.5133	0.1061	24.6366	3.2755	29.1035
pct50_depth5	50.0	5.0	nifW	No	10472	952	10	1311	791	0.8309	0.0000	0.0000	20.9337	298.2430	7950.2807
pct50_depth5	50.0	5.0	nifW	Rh	10879	989	10	828	533	0.5389	0.0000	0.0000	17.4251	30.1217	7926.6086
pct50_depth5	50.0	5.0	nifW	Ro	10604	964	10	762	519	0.5384	0.0000	0.0000	17.1798	27.0099	7944.4596
pct50_depth5	50.0	5.0	nifX	MC	40	2	20	8	2	1.0000	3.8978	0.1477	29.1089	5.4899	59.1982
pct50_depth5	50.0	5.0	nifX	No	19040	952	20	3407	913	0.9590	5.0201	0.5055	27.7130	323.3023	7948.3655
pct50_depth5	50.0	5.0	nifX	Rh	19780	989	20	2663	850	0.8595	5.3030	0.5401	24.2609	53.4448	7936.2545
pct50_depth5	50.0	5.0	nifX	Ro	19280	964	20	2369	809	0.8392	4.1152	0.1545	23.1124	40.9724	7946.3750
pct50_depth5	50.0	5.0	nifZ	MC	22	2	11	3	2	1.0000	0.0000	0.0000	19.2111	1.6530	13.0857
pct50_depth5	50.0	5.0	nifZ	No	10472	952	11	1474	862	0.9055	5.1213	0.1373	21.6411	284.4913	7946.6857
pct50_depth5	50.0	5.0	nifZ	Rh	10879	989	11	1202	736	0.7442	5.5202	0.2385	18.9607	52.5008	6808.0392
pct50_depth5	50.0	5.0	nifZ	Ro	10604	964	11	1066	727	0.7541	0.0000	0.0000	18.0180	33.6478	7416.8047
pct50_depth5	50.0	5.0	nodA	MC	22	2	11	2	2	1.0000	0.0000	0.0000	9.2363	1.4108	21.5798
pct50_depth5	50.0	5.0	nodA	No	10472	952	11	883	654	0.6870	0.0000	0.0000	14.2793	153.5324	7947.0481
pct50_depth5	50.0	5.0	nodA	Rh	10879	989	11	533	434	0.4388	0.0000	0.0000	11.2298	16.9078	7945.7377
pct50_depth5	50.0	5.0	nodA	Ro	10604	964	11	550	448	0.4647	0.0000	0.0000	11.1953	21.0986	7945.8385
pct50_depth5	50.0	5.0	nodB	MC	22	2	11	2	2	1.0000	0.0000	0.0000	12.9398	2.1598	32.1212
pct50_depth5	50.0	5.0	nodB	No	10472	952	11	1119	684	0.7185	2.2300	0.0532	17.1725	182.9600	7946.9061
pct50_depth5	50.0	5.0	nodB	Rh	10879	989	11	689	472	0.4772	0.0000	0.0000	13.6362	23.1333	7935.8200
pct50_depth5	50.0	5.0	nodB	Ro	10604	964	11	710	492	0.5104	0.0000	0.0000	13.8844	31.8346	7944.4006
pct50_depth5	50.0	5.0	nodC	MC	22	2	11	2	2	1.0000	1.5361	0.0997	13.5172	1.8853	23.5487
pct50_depth5	50.0	5.0	nodC	No	10472	952	11	1201	740	0.7773	6.0195	0.3231	19.0771	213.0170	7946.8258
pct50_depth5	50.0	5.0	nodC	Rh	10879	989	11	671	520	0.5258	1.7113	0.0955	14.0445	25.8919	7912.6323
pct50_depth5	50.0	5.0	nodC	Ro	10604	964	11	698	521	0.5405	1.4902	0.0563	14.4857	27.3278	7944.2584
