sample_id	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	reference_coverage_percent	evalue	bitscore	closest_genus	blast_confidence	in_blast_table	tip_label_closest_taxon
TOOL-27-2-No|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.745	827	82.9488	92.5056	0	1225	Mesorhizobium	high_identity90_qcov80	yes	TOOL-27-2-No|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 82.9% qcov
TOOL-9-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	88.755	827	82.9488	92.5056	0	1143	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-9-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 88.8% id | 82.9% qcov
TOOL-16-No|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.803	792	79.4383	88.5906	0	1185	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-16-No|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.8% id | 79.4% qcov
TOOL-18-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.133	819	82.1464	91.6107	0	1156	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-18-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 89.1% id | 82.1% qcov
TOOL-22-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	91.667	816	81.8455	91.2752	0	1196	Mesorhizobium	high_identity90_qcov80	yes	TOOL-22-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 91.7% id | 81.8% qcov
TOOL-24-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.255	819	82.1464	91.6107	0	1146	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-24-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 89.3% id | 82.1% qcov
TOOL-27-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	91.505	824	82.6479	92.17	0	1195	Mesorhizobium	high_identity90_qcov80	yes	TOOL-27-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 91.5% id | 82.6% qcov
TOOL-23-Ro|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	93.734	798	80.0401	89.2617	0	1214	Mesorhizobium	high_identity90_qcov80	yes	TOOL-23-Ro|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.7% id | 80.0% qcov
TOOL-30-No|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.597	824	82.6479	92.17	0	1221	Mesorhizobium	high_identity90_qcov80	yes	TOOL-30-No|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.6% id | 82.6% qcov
TOOL-15-No|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.692	821	82.347	91.8345	0	1216	Mesorhizobium	high_identity90_qcov80	yes	TOOL-15-No|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 82.3% qcov
TOOL-17-Rh|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.271	828	83.0491	92.6174	0	1209	Mesorhizobium	high_identity90_qcov80	yes	TOOL-17-Rh|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.3% id | 83.0% qcov
TOOL-23-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	91.119	822	82.4473	91.9463	0	1190	Mesorhizobium	high_identity90_qcov80	yes	TOOL-23-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._WSM4083 | 91.1% id | 82.4% qcov
TOOL-24-Rh|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.354	824	82.6479	92.17	0	1206	Mesorhizobium	high_identity90_qcov80	yes	TOOL-24-Rh|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.4% id | 82.6% qcov
TOOL-26-No|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	93.383	801	80.341	89.5973	0	1212	Mesorhizobium	high_identity90_qcov80	yes	TOOL-26-No|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.4% id | 80.3% qcov
TOOL-23-No|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	92.651	830	83.2497	92.8412	0	1226	Mesorhizobium	high_identity90_qcov80	yes	TOOL-23-No|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 92.7% id | 83.2% qcov
TOOL-19-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	88.714	824	82.6479	92.17	0	1138	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-19-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 88.7% id | 82.6% qcov
TOOL-35-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	90.898	824	82.6479	92.17	0	1216	Mesorhizobium	high_identity90_qcov80	yes	TOOL-35-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 90.9% id | 82.6% qcov
TOOL-13-Ro|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.831	830	83.2497	92.8412	0	1066	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-13-Ro|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 87.8% id | 83.2% qcov
TOOL-32-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.743	824	82.6479	92.17	0	1113	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-32-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 87.7% id | 82.6% qcov
TOOL-21-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	91.176	816	81.8455	91.2752	0	1178	Mesorhizobium	high_identity90_qcov80	yes	TOOL-21-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 91.2% id | 81.8% qcov
TOOL-14-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	88.956	824	82.6479	92.17	0	1114	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-14-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._WSM4083 | 89.0% id | 82.6% qcov
TOOL-20-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._WSM4083|XXN81638.1	Mesorhizobium_sp._WSM4083	84.127	819	82.1464	91.6107	0	1029	Mesorhizobium	low_or_uncertain	yes	TOOL-20-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._WSM4083 | 84.1% id | 82.1% qcov
TOOL-20-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.538	822	82.4473	91.9463	0	1141	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-20-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 89.5% id | 82.4% qcov
TOOL-26-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.866	819	82.1464	91.6107	0	1161	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-26-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 89.9% id | 82.1% qcov
TOOL-26-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.965	806	80.8425	90.1566	0	1066	Mesorhizobium	moderate_identity85_qcov70	yes	TOOL-26-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 88.0% id | 80.8% qcov
OSBS-102-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	84.709	824	82.6479	92.17	0	1070	Mesorhizobium	low_or_uncertain	yes	OSBS-102-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 84.7% id | 82.6% qcov
DEJU-57-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.094	827	82.9488	92.5056	0	1109	Mesorhizobium	moderate_identity85_qcov70	yes	DEJU-57-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.1% id | 82.9% qcov
OAES-18-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	90.378	821	82.347	91.8345	0	1176	Mesorhizobium	high_identity90_qcov80	yes	OAES-18-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 90.4% id | 82.3% qcov
OAES-22-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	90.256	821	82.347	91.8345	0	1162	Microvirga	high_identity90_qcov80	yes	OAES-22-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._RSM25 | 90.3% id | 82.3% qcov
SRER-6-1-Rh|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	93.649	803	80.5416	89.821	0	1242	Mesorhizobium	high_identity90_qcov80	yes	SRER-6-1-Rh|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 93.6% id | 80.5% qcov
SRER-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.487	818	82.0461	91.4989	0	1178	Mesorhizobium	moderate_identity85_qcov70	yes	SRER-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 89.5% id | 82.0% qcov
OAES-20-Rh|nifH|consensus50|pass_single_dominant	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	91.625	800	80.2407	89.4855	0	1183	Mesorhizobium	high_identity90_qcov80	yes	OAES-20-Rh|nifH|consensus50|pass_single_dominant | closest: Mesorhizobium_sp._AaZ16 | 91.6% id | 80.2% qcov
OAES-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.165	824	82.6479	92.17	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	OAES-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.2% id | 82.6% qcov
JORN-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	JORN-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
KONA-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.887	816	81.8455	91.2752	0	1131	Mesorhizobium	moderate_identity85_qcov70	yes	KONA-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.9% id | 81.8% qcov
OAES-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	87.485	831	83.3501	92.953	0	1153	Microvirga	moderate_identity85_qcov70	yes	OAES-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._KLBC_81 | 87.5% id | 83.4% qcov
LAJA-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	88.686	822	82.4473	91.9463	0	1116	Microvirga	moderate_identity85_qcov70	yes	LAJA-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._KLBC_81 | 88.7% id | 82.4% qcov
LENO-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.179	819	82.1464	91.6107	0	1140	Mesorhizobium	moderate_identity85_qcov70	yes	LENO-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 87.2% id | 82.1% qcov
CLBJ-19-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.179	819	82.1464	91.6107	0	1111	Microvirga	moderate_identity85_qcov70	yes	CLBJ-19-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_lotononidis | 87.2% id | 82.1% qcov
JERC-7-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	90.72	819	82.1464	91.6107	0	1191	Mesorhizobium	high_identity90_qcov80	yes	JERC-7-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 90.7% id | 82.1% qcov
OAES-28-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	90.476	819	82.1464	91.6107	0	1184	Mesorhizobium	high_identity90_qcov80	yes	OAES-28-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 90.5% id | 82.1% qcov
CLBJ-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.132	816	81.8455	91.2752	0	1136	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 87.1% id | 81.8% qcov
JERC-14-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.136	824	82.6479	92.17	0	1115	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-14-5-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 87.1% id | 82.6% qcov
JERC-7-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	91.262	824	82.6479	92.17	0	1187	Microvirga	high_identity90_qcov80	yes	JERC-7-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._KLBC_81 | 91.3% id | 82.6% qcov
JERC-28-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	85.836	819	82.1464	91.6107	0	1090	Microvirga	moderate_identity85_qcov70	yes	JERC-28-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._KLBC_81 | 85.8% id | 82.1% qcov
DSNY-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	90.232	819	82.1464	91.6107	0	1151	Mesorhizobium	high_identity90_qcov80	yes	DSNY-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 90.2% id | 82.1% qcov
SRER-8-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	91.209	819	82.1464	91.6107	0	1195	Mesorhizobium	high_identity90_qcov80	yes	SRER-8-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 91.2% id | 82.1% qcov
JORN-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	86.667	795	79.7392	88.9262	0	1068	Mesorhizobium	moderate_identity85_qcov70	yes	JORN-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 86.7% id | 79.7% qcov
CLBJ-45-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.625	800	80.2407	89.4855	0	1055	Mesorhizobium	moderate_identity85_qcov70	yes	CLBJ-45-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 87.6% id | 80.2% qcov
JERC-159-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	85.073	824	82.6479	92.17	0	1055	Microvirga	moderate_identity85_qcov70	yes	JERC-159-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._KLBC_81 | 85.1% id | 82.6% qcov
ORNL-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	87.304	827	82.9488	92.5056	0	1084	Microvirga	moderate_identity85_qcov70	yes	ORNL-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._KLBC_81 | 87.3% id | 82.9% qcov
OSBS-18-5-Ro|nifH|consensus50|pass_single_dominant	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	91.158	803	80.5416	89.821	0	1132	Microvirga	high_identity90_qcov80	yes	OSBS-18-5-Ro|nifH|consensus50|pass_single_dominant | closest: Microvirga_sp._KLBC_81 | 91.2% id | 80.5% qcov
JERC-99-1-Ro|nifH|consensus50|pass_single_dominant	nifH|Microvirga_sp._KLBC_81|PVE21514.1	Microvirga_sp._KLBC_81	89.843	827	82.9488	92.5056	0	1162	Microvirga	moderate_identity85_qcov70	yes	JERC-99-1-Ro|nifH|consensus50|pass_single_dominant | closest: Microvirga_sp._KLBC_81 | 89.8% id | 82.9% qcov
ORNL-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	87.015	824	82.6479	92.17	0	1104	Mesorhizobium	moderate_identity85_qcov70	yes	ORNL-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 87.0% id | 82.6% qcov
JERC-RHDI-59-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	89.601	827	82.9488	92.5056	0	1171	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-RHDI-59-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 89.6% id | 82.9% qcov
DELA-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	85.731	834	83.651	93.2886	0	1084	Microvirga	moderate_identity85_qcov70	yes	DELA-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_lotononidis | 85.7% id | 83.7% qcov
TOOL-3-No|nifH|consensus50|pass_single_dominant	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	89.011	819	82.1464	91.6107	0	1092	Microvirga	moderate_identity85_qcov70	yes	TOOL-3-No|nifH|consensus50|pass_single_dominant | closest: Microvirga_sp._RSM25 | 89.0% id | 82.1% qcov
JERC-5-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	88.307	821	82.347	91.8345	0	1104	Mesorhizobium	moderate_identity85_qcov70	yes	JERC-5-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 88.3% id | 82.3% qcov
OSBS-36-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_sp._RSM25|XKE00370.1	Microvirga_sp._RSM25	88.029	827	82.9488	92.5056	0	1098	Microvirga	moderate_identity85_qcov70	yes	OSBS-36-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_sp._RSM25 | 88.0% id | 82.9% qcov
OSBS-41-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	89.223	798	80.0401	89.2617	0	1112	Microvirga	moderate_identity85_qcov70	yes	OSBS-41-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_lotononidis | 89.2% id | 80.0% qcov
OSBS-38-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	89.166	803	80.5416	89.821	0	1087	Microvirga	moderate_identity85_qcov70	yes	OSBS-38-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_lotononidis | 89.2% id | 80.5% qcov
JERC-87-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Microvirga_lotononidis|WQO30062.1	Microvirga_lotononidis	87.868	816	81.8455	91.2752	0	1100	Microvirga	moderate_identity85_qcov70	yes	JERC-87-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Microvirga_lotononidis | 87.9% id | 81.8% qcov
ORNL-13-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Mesorhizobium_sp._AaZ16|XIK06011.1	Mesorhizobium_sp._AaZ16	85.127	827	82.9488	92.5056	0	1075	Mesorhizobium	moderate_identity85_qcov70	yes	ORNL-13-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Mesorhizobium_sp._AaZ16 | 85.1% id | 82.9% qcov
BLAN-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	nifH|Rhizobium_leguminosarum|BEJ25671.1	Rhizobium_leguminosarum	89.146	820	82.2467	92.3423	0	1134	Rhizobium	moderate_identity85_qcov70	yes	BLAN-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate | closest: Rhizobium_leguminosarum | 89.1% id | 82.2% qcov
