DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST reference coverage
SRER-7-1-Ro|nifH|consensus50|pass_single_dominant	91.9463
SRER-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
SRER-6-1-Ro|nifH|consensus50|pass_single_dominant	91.9463
SRER-3-1-Ro|nifH|consensus50|pass_single_dominant	91.6107
SRER-11-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
SRER-9-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OAES-18-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.2819
OAES-31-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
JORN-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
SRER-10-1-Rh|nifH|consensus50|pass_single_dominant	91.8345
SRER-15-1-No|nifH|consensus50|pass_single_dominant	91.2752
SRER-15-1-Ro|nifH|consensus50|pass_single_dominant	91.6107
SRER-1-1-No|nifH|consensus50|pass_single_dominant	91.6107
SRER-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
SRER-8-1-No|nifH|consensus50|pass_single_dominant	88.9262
SRER-2-1-No|nifH|consensus50|pass_single_dominant	88.9262
SRER-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.2617
SRER-10-1-No|nifH|consensus50|pass_single_dominant	91.6107
SRER-17-1-No|nifH|consensus50|pass_single_dominant	91.6107
SRER-12-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
SRER-10-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
SRER-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
SRER-14-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
SRER-16-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.8345
SRER-17-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.8345
SRER-12-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.2617
SRER-13-1-No|nifH|consensus50|pass_single_dominant	91.9463
SRER-13-1-Ro|nifH|consensus50|pass_single_dominant	92.1700
SRER-13-1-Rh|nifH|consensus50|pass_single_dominant	91.2752
JORN-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
SRER-18-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.7159
JORN-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
SRER-11-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.2617
SRER-14-1-No|nifH|consensus50|pass_single_dominant	91.9463
SRER-18-1-Rh|nifH|consensus50|pass_single_dominant	91.6107
SRER-18-1-Ro|nifH|consensus50|pass_single_dominant	91.2752
SRER-9-1-Ro|nifH|consensus50|pass_single_dominant	91.2752
OAES-18-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.9396
SRER-9-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
JORN-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
DCFS-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.4989
OAES-8-2-No|nifH|consensus50|pass_single_dominant	91.4989
YELL-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JORN-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
OAES-30-2-No|nifH|consensus50|pass_single_dominant	90.7159
OAES-31-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OAES-3-1-No|nifH|consensus50|pass_single_dominant	92.5056
RMNP-1-No|nifH|consensus50|pass_single_dominant	91.6107
RMNP-2-No|nifH|consensus50|pass_single_dominant	88.5906
RMNP-2-Rh|nifH|consensus50|pass_single_dominant	90.9396
OAES-8-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.7159
OAES-8-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
CLBJ-3-1-Rh|nifH|consensus50|pass_single_dominant	92.1700
DEJU-11-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	98.4211
SCBI-5-1-No|nifH|consensus50|pass_single_dominant	98.4211
TALL-13-3-No|nifH|consensus50|pass_single_dominant	98.4211
YELL-4-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	99.2105
JERC-179-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	98.1579
JERC-94-1-No|nifH|consensus50|pass_single_dominant	98.4211
OSBS-69-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	98.4211
TALL-64-1-No|nifH|consensus50|pass_single_dominant	98.4211
TALL-64-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	98.4211
TOOL-17-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.7159
TOOL-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	98.4211
DEJU-55-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-99-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-10-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.1633
TOOL-12-Ro|nifH|consensus50|pass_single_dominant	91.8345
TOOL-6-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
TOOL-10-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.9396
TOOL-14-No|nifH|consensus50|pass_single_dominant	90.9396
TOOL-24-No|nifH|consensus50|pass_single_dominant	91.6107
TOOL-11-No|nifH|consensus50|pass_single_dominant	92.5056
TOOL-9-No|nifH|consensus50|pass_single_dominant	92.5056
TOOL-10-No|nifH|consensus50|pass_single_dominant	92.1700
TOOL-12-No|nifH|consensus50|pass_single_dominant	92.1700
WOOD-9-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.0515
TOOL-8-No|nifH|consensus50|pass_single_dominant	92.1700
TOOL-25-No|nifH|consensus50|pass_single_dominant	92.5056
TOOL-27-2-No|nifH|consensus50|pass_single_dominant	92.5056
TOOL-9-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TOOL-16-No|nifH|consensus50|pass_single_dominant	88.5906
TOOL-18-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TOOL-22-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-24-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TOOL-27-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-23-Ro|nifH|consensus50|pass_single_dominant	89.2617
TOOL-30-No|nifH|consensus50|pass_single_dominant	92.1700
TOOL-15-No|nifH|consensus50|pass_single_dominant	91.8345
TOOL-17-Rh|nifH|consensus50|pass_single_dominant	92.6174
TOOL-23-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TOOL-24-Rh|nifH|consensus50|pass_single_dominant	92.1700
TOOL-26-No|nifH|consensus50|pass_single_dominant	89.5973
TOOL-23-No|nifH|consensus50|pass_single_dominant	92.8412
TOOL-19-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-35-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-13-Ro|nifH|consensus50|pass_single_dominant	92.8412
TOOL-32-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-21-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-14-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-20-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TOOL-20-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TOOL-26-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TOOL-26-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.1566
OSBS-102-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DEJU-57-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OAES-18-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.8345
OAES-22-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.8345
SRER-6-1-Rh|nifH|consensus50|pass_single_dominant	89.8210
SRER-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.4989
OAES-20-Rh|nifH|consensus50|pass_single_dominant	89.4855
OAES-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JORN-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
KONA-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OAES-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
LAJA-5-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
LENO-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CLBJ-19-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-7-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OAES-28-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CLBJ-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
JERC-14-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-7-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-28-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
SRER-8-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JORN-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
CLBJ-45-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.4855
JERC-159-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
ORNL-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-18-5-Ro|nifH|consensus50|pass_single_dominant	89.8210
JERC-99-1-Ro|nifH|consensus50|pass_single_dominant	92.5056
ORNL-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-RHDI-59-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DELA-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
TOOL-3-No|nifH|consensus50|pass_single_dominant	91.6107
JERC-5-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.8345
OSBS-36-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-41-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.2617
OSBS-38-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.8210
JERC-87-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
ORNL-13-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
BLAN-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.3423
BLAN-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
BLAN-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.8277
N13-2-D-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
ORNL-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.0582
SCBI-7-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
SCBI-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
SJER-2-3-No|nifH|consensus50|pass_single_dominant	91.2752
NIWO-1-No|nifH|consensus50|pass_single_dominant	92.7928
ORNL-4-1-No|nifH|consensus50|pass_single_dominant	91.2752
DCFS-2-2-Rh|nifH|consensus50|pass_single_dominant	90.2685
NIWO-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TEAK-2-1-Rh|nifH|consensus50|pass_single_dominant	88.9262
NIWO-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.7025
DEJU-11-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DELA-1-3-No|nifH|consensus50|pass_single_dominant	92.8412
DELA-1-3-Rh|nifH|consensus50|pass_single_dominant	93.2886
DSNY-SEHE-60-No|nifH|consensus50|pass_single_dominant	91.9463
N35-4-D-Ro|nifH|consensus50|pass_single_dominant	89.2617
DELA-29-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
N35-4-D-No|nifH|consensus50|pass_single_dominant	91.6107
DELA-29-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
DELA-29-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
YELL-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.4855
TEAK-1-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.1566
TOOL-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
JERC-151-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DEJU-57-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
YELL-3-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	89.4855
DELA-31-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
HEAL-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
HEAL-8-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	88.8143
TALL-67-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.2819
JERC-36-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DELA-31-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-73-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-204-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
CLBJ-15-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OAES-29-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.9396
RMNP-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.4922
BONA-14-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DEJU-42-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
DSNY-25-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
BONA-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DSNY-57-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-58-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.5932
DSNY-59-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.5932
N36-4-D-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.3672
N36-4-D-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.2559
N36-4-D-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.3672
JERC-163-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
JERC-187-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
UNDE-3-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	90.2685
UNDE-5-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
ORNL-12-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-134-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-152-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-35-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-46-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9293
JERC-88-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
OAES-36-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.7226
JERC-RHRE-55-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
N39-2-D-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
JERC-51-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.0380
JERC-36-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
N49-3-D-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DEJU-6-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
LAJA-23-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-71-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
BONA-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-44-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9293
DEJU-44-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DEJU-45-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
OSBS-72-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.4855
DEJU-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
LENO-16-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
HARV-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	89.1499
ORNL-13-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-167-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TALL-85-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-15-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TOOL-32-Ro|nifH|consensus50|pass_single_dominant	88.9262
TOOL-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
TOOL-9-Rh|nifH|consensus50|pass_single_dominant	92.1700
CLBJ-16-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
JERC-141-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
DELA-8-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
HARV-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
LENO-13-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DEJU-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-RHDI-59-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-167-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
CLBJ-19-1-Rh|nifH|consensus50|pass_single_dominant	89.2617
LAJA-22-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
OSBS-DETR-64-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-12-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
SJER-2-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
WOOD-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
LAJA-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
CLBJ-49-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
LAJA-16-2-Rh|nifH|consensus50|pass_single_dominant	91.9463
DEJU-18-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
DEJU-54-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DELA-11-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
LAJA-1-1-No|nifH|consensus50|pass_single_dominant	91.9463
LAJA-1-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	99.5465
LAJA-1-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	95.5782
LAJA-2-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
LAJA-2-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	99.5465
LAJA-2-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
LAJA-2-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	99.7732
LAJA-2-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	99.6599
LAJA-2-1-Ro|nifH|consensus50|pass_single_dominant	95.4649
LAJA-1-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-5-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
LAJA-25-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TOOL-14-Ro|nifH|consensus50|pass_single_dominant	89.5973
TALL-16-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-39-2-Rh|nifH|consensus50|pass_single_dominant	94.5578
TALL-80-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TALL-65-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
LAJA-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OAES-35-3-Rh|nifH|consensus50|pass_single_dominant	89.5973
OSBS-25-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
LENO-15-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-90-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
HEAL-10-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
LAJA-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
JERC-94-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-63-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
DSNY-85-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	88.9262
OSBS-73-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
GUAN-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-CRJU-86-1-Ro|nifH|consensus50|pass_single_dominant	90.1566
OSBS-36-4-Rh|nifH|consensus50|pass_single_dominant	89.5973
JERC-102-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-90-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DSNY-7-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
BONA-8-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
DEJU-8-1-Rh|nifH|consensus50|pass_single_dominant	91.3870
KONZ-9-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-63-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
CLBJ-23-1-No|nifH|consensus50|pass_single_dominant	92.1700
JERC-160-Ro|nifH|consensus50|pass_single_dominant	91.6107
OSBS-8-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
CLBJ-23-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9293
ORNL-17-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-68-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
KONZ-14-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TALL-5-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DELA-10-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-68-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
DELA-22-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
JERC-AMFR-56-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-18-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
DSNY-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
DSNY-71-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-123-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-4-3-Ro|nifH|consensus50|pass_single_dominant	92.6174
ORNL-14-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
BLAN-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DCFS-1-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.3870
OSBS-106-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
TALL-70-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
RMNP-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OSBS-99-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DSNY-85-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DCFS-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-22-Ro|nifH|consensus50|pass_single_dominant	91.6107
DEJU-57-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
DSNY-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
OSBS-103-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OSBS-38-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-150-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
SCBI-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
WOOD-3-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-100-3-Rh|nifH|consensus50|pass_single_dominant	91.6107
TEAK-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-109-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
TALL-29-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.6174
TOOL-35-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
TALL-69-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
YELL-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
NOGP-5-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
HEAL-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
WOOD-1-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TALL-67-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
HEAL-5-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CPER-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
NOGP-4-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
NOGP-6-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
RMNP-4-Rh|nifH|consensus50|pass_single_dominant	93.6723
JERC-129-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DEJU-60-Rh|nifH|consensus50|pass_single_dominant	93.6723
WOOD-10-1-Ro|nifH|consensus50|pass_single_dominant	93.6723
DEJU-63-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
WOOD-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
HEAL-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-24-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-21-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
